CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
0,PMC3489506,S72,9994,10095,Study outcomes, Melatonin hormone produced pineal gland circadian rhythm influenced light levels
0,PMC3489506,S73,10096,10223,Study outcomes, Concentrations usually low day evening approaches start rise sharply peaking around midnight
0,PMC3489506,S74,10224,10306,Study outcomes, The beginning rise known dim light melatonin onset time
6a,PMC3489506,S75,10307,10490,Study outcomes, Salivary samples collected two time points night randomisation clinic visit beginning 11th week two nights trial treatment omitted
6a,PMC3489506,S76,10491,10570,Study outcomes, Saliva samples collected hourly 5 pm child  s usual bedtime
6a,PMC3489506,S77,10571,10724,Study outcomes, A minimum 2 ml saliva obtained asking child spit tube placing saliva sponge buccal cavity child  s mouth
0,PMC3489506,S78,10733,10850,Study outcomes, Saliva samples also taken DNA analysis identify genetic polymorphisms associated sleep outcomes
0,PMC3489506,S79,10851,10876,Study outcomes, DNA analyses ongoing
6a,PMC3489506,S81,10926,11009,Safety assessments, A paediatrician physically examined children screening final visits
6a,PMC3489506,S82,11010,11284,Safety assessments, The frequency severity spontaneously reported adverse events recorded weekly along prompted reports adverse events interest treatment emergent signs symptoms covering somnolence increased excitability mood swings rash hypothermia cough
6a,PMC3489506,S83,11285,11426,Safety assessments, Weekly seizure diaries recording type number seizures completed children pre existing diagnosis epilepsy
6a,PMC3489506,S84,11427,11519,Safety assessments, The Investigator  s Brochure referred assessment causality expectedness
6a,PMC3489506,S86,11571,11847,Exploratory analyses, Interactions treatment autism type sleep disorder categorised delayed sleep onset poor sleep maintenance baseline measurements child  s age weight considered primary outcome sleep onset latency post hoc analyses
6a,PMC3489506,S87,11856,12088,Exploratory analyses, Additional analyses assessed whether change morning wake time number duration night awakenings determine whether observed increase total sleep time explained reduced sleep onset latency
12a,PMC3489506,S89,12146,12258,Statistical considerations, We used treat  principle throughout undertook analyses SAS version 9 1 3 Cary NC
12a,PMC3489506,S90,12259,12311,Statistical considerations, Results presented 95 confidence intervals
12a,PMC3489506,S91,12312,12473,Statistical considerations, Continuous outcomes presented means standard deviations baseline study completion week 12 change baseline group
12a,PMC3489506,S92,12474,12677,Statistical considerations, We used analysis covariance adjust results dependent variables total sleep time sleep onset latency measured baseline exploratory analyses treatment covariate interactions
12b,PMC3489506,S92,12474,12677,Statistical considerations, We used analysis covariance adjust results dependent variables total sleep time sleep onset latency measured baseline exploratory analyses treatment covariate interactions
0,PMC3489506,S93,12686,12842,Statistical considerations, The trial originally designed two primary outcomes total sleep time according sleep diary sleep onset latency measured actigraphy
6b,PMC3489506,S94,12843,13068,Statistical considerations, During trial recruitment observed high rates missing data 66 actigraphy re designated sleep onset latency secondary outcome removed Bonferroni multiplicity adjustment21 protocol amendment
0,PMC3489506,S95,13069,13148,Statistical considerations, The process adopted protecting trial validity suggested Evans 22
7a,PMC3489506,S96,13157,13352,Statistical considerations, Total sleep time powered 80 5 significance level detect change baseline one hour melatonin placebo group common standard deviation 1 7 23 24
7a,PMC3489506,S97,13353,13491,Statistical considerations, Allowing 20 missing data based observed rates time amendment calculated needed 57 participants group
7a,PMC3489506,S98,13500,13847,Statistical considerations, We reassessed estimate common standard deviation used sample size calculation first 20 participants 1 2 95 confidence interval 0 8 1 7 independent data safety monitoring committee recommended trial continue without revision sample size calculation estimated standard deviation used
0,PMC3502035,S36,7287,7529,Methods, The Australian universal health insurance scheme Medicare provides citizens free access public hospitals reimbursed access 70 services co payment widespread network primary care general practice clinics
0,PMC3502035,S37,7530,7826,Methods, A parallel system Pharmaceutical Benefits Scheme provides subsidised drug treatment Australians capped payments chronic illness prescriptions drugs generated general practitioners managing people chronic conditions hypertension
4b,PMC3502035,S39,7863,8064,Participants, Study participants recruited 260 general practitioners 119 general practices distributed throughout every state territory Australia except sparsely populated Northern Territory
4a,PMC3502035,S40,8065,8296,Participants, People routinely managed doctors potentially eligible participate aged 18 diagnosis hypertension requiring active drug treatment according guidelines consented participate
4a,PMC3502035,S41,8297,8672,Participants, We excluded people mean initial systolic blood pressure 180 mm Hg sitting prescribed three antihypertensives moderate severe renal disease clinical diagnosis estimated glomerular filtration rate 60 mL min 1 73m2 contraindications angiotensin receptor blockers calcium channel blockers thiazide diuretics
3a,PMC3502035,S44,8812,8948,Study design, This open label two arm randomised trial comparing intensive blood pressure management strategy usual care control 13
8a,PMC3502035,S45,8949,9141,Study design, Randomisation computer generated group assignment stratified according nominated blood pressure target three strata block randomisation units 12 per general practitioner
8b,PMC3502035,S45,8949,9141,Study design, Randomisation computer generated group assignment stratified according nominated blood pressure target three strata block randomisation units 12 per general practitioner
10,PMC3502035,S46,9142,9275,Study design, An independent data management team Baker IDI coordinated standardised protocol randomising participants telephone
3a,PMC3502035,S47,9276,9543,Study design, Participants assigned groups using prespecified ratio 1 2 usual care versus intervention ratio 1 2 within intervention arm assign participants monotherapy strategy two possible combined treatment strategies
0,PMC3502035,S48,9544,9660,Study design, Quality control sites general practitioners achieved visits randomisation study end
0,PMC3502035,S49,9661,9799,Study design, The study independently monitored routine visits case report forms verified clinical records 20 patients
0,PMC3502035,S50,9800,9874,Study design, We used standardised operating procedures data queries management
0,PMC3502035,S51,9875,9980,Study design, All queries resolved time study dataset locked changes permitted
0,PMC3502035,S52,9981,10049,Study design, Figure 1 provides graphical representation study timelines
3a,PMC3502035,S53,10059,10091,Study design, Fig 1 Summary study timelines
5,PMC3502035,S53,10059,10091,Study design, Fig 1 Summary study timelines
0,PMC3502035,S55,10134,10244,Study entry, Eligible participants underwent baseline assessment including determination absolute cardiovascular risk 5
0,PMC3502035,S56,10245,10470,Study entry, On basis assessment identified target risk factor measures including blood pressure lipid levels exercise levels smoking status body mass index participant according national guidelines 6
0,PMC3502035,S57,10471,10654,Study entry, A computer program developed Baker IDI enabled clinical profiling participants subsequent management intervention patients see appendix I supplementary file
5,PMC3502035,S58,10655,10973,Study entry, Eligible participants began standard 28 day run in period treatment open label oral valsartan 80 mg daily mandatory blood pressure check 14 days start treatment determine need immediate rescue randomisation systolic blood pressure mm Hg clinically indicated
0,PMC3502035,S59,10974,11178,Study entry, We randomised study achieve prespecified blood pressure target within run in period specifically withdrawn lost follow up blinded allocation
0,PMC3502035,S61,11236,11357,Blood pressure measurement, Throughout study used standardised protocol based national guidelines record blood pressure measurements 6
6a,PMC3502035,S62,11358,11668,Blood pressure measurement, After participants rested least five minutes seated obtained three blood pressure measurements separated one minute intervals using appropriate sized cuff calibrated semiautomated oscillometric device approved Therapeutic Goods Administration Australia
6a,PMC3502035,S63,11669,11880,Blood pressure measurement, We defined aberrant measurements lowest reading 10 mm Hg systolic blood pressure 5 mm Hg diastolic blood pressure highest three seated readings
6a,PMC3502035,S64,11881,11971,Blood pressure measurement, If occurred participant rested three minutes procedure repeated
0,PMC3502035,S65,11972,12084,Blood pressure measurement, Given size nature study impractical obtain independent blinded blood pressure levels
6a,PMC3502035,S66,12085,12343,Blood pressure measurement, Nominated study staff site general practitioner practice nurse verified blood pressure measurements independent audit clinical details case records outputs blood pressure monitor computer decision tool
6a,PMC3502035,S68,12385,12810,Usual care, For assigned usual care asked general practitioners follow usual pattern clinic visits treatment strategies restriction prescribed drugs achieve individualised blood pressure target prevention targets identified run in phase mandatory study visits weeks 6 typically brief 10 15 minute consultation 26 final comprehensive evaluation
0,PMC3502035,S69,12811,13111,Usual care, We explicitly acknowledged enhanced form usual care given participants already subject clinical profiling identified blood pressure target doctors potentially knowledge intervention inherent problem contamination
6a,PMC3502035,S71,13161,13493,Study intervention, Those allocated intervention arm followed intensive stepped programme management mandatory visits doctor weeks 6 10 14 18 randomisation review blood pressure adjust treatment needed according prespecified algorithms see appendix II supplementary file
0,PMC3502035,S72,13494,13639,Study intervention, Typically consultations lasted 10 15 minutes 60 minutes total addition time taken clinical profiling baseline
5,PMC3502035,S73,13640,13877,Study intervention, Reflecting contemporary treatment options management hypertension different drug pathways mandated initial monotherapy valsartan 160 mg combined hydrochlorothiazide amlodipine single combined pills
5,PMC3502035,S74,13878,14053,Study intervention, Scheduling visits up titration drug treatment guided computer program developed Baker IDI facilitate initial risk profiling management
6a,PMC3502035,S75,14054,14128,Study intervention, A final clinic visit clinical re evaluation scheduled 26 weeks
6a,PMC3502035,S77,14175,14419,Study endpoints, The primary endpoint percentage participants achieved individualised blood pressure target according national guidelines6 26 weeks follow up using last recorded blood pressure intention treat analyses
6a,PMC3502035,S78,14420,14796,Study endpoints, These stringent blood pressure targets rarely examined feasibility controlled trial mm Hg patient proteinuria mm Hg end organ damage present including form cardiovascular disease diabetes microalbuminuria classic target mm Hg without evidence two criteria
6a,PMC3502035,S79,14805,15017,Study endpoints, Key secondary endpoints included change mean sitting systolic diastolic blood pressure absolute risk cardiovascular disease within five years based Framingham risk score5 applicable
6a,PMC3502035,S80,15018,15315,Study endpoints, Secondary endpoints also included type rate adverse events potentially attributable antihypertensive treatment serious adverse events including cause mortality fatal non fatal cardiovascular events  for example acute myocardial infarction stroke heart failure
0,PMC3502035,S81,15316,15611,Study endpoints, Several secondary endpoints subject future expanded reports including changes quality life depression self care behaviours evidence end organ damage including electrocardiographic evidence left ventricular hypertrophy newly detected proteinuria
0,PMC3502035,S83,15654,15764,Study power, We largely met study targets overall recruitment number participants entering run in phase
7a,PMC3502035,S84,15765,16068,Study power, Based combination strong potential interventional contamination balanced need establish clinically significant differences two groups study initially powered detect minimum absolute difference 7 groups primary endpoint 13
7a,PMC3502035,S85,16069,16526,Study power, As proportionately patients achieved blood pressure control study run in thus number randomised participants reduced recalculated total randomised cohort 1500 participants would still provide sufficient study power detect minimum 8 difference groups 85 study power two sided level 0 05 adjusting 2 1 randomisation study intervention versus usual care 13
0,PMC3502035,S87,16578,16755,Statistical analyses, The study statistician behalf clinical safety efficacy committee independently analysed data according prospectively designed statistical analysis plan
12a,PMC3502035,S88,16756,16921,Statistical analyses, If blood pressure values missing 26 weeks carried forward last recorded blood pressure measurement randomisation primary endpoint analysis
12a,PMC3502035,S89,16922,16998,Statistical analyses, Baseline outcome data analysed using SPSS Windows version 19 0
12a,PMC3502035,S90,16999,17094,Statistical analyses, Continuous data presented means standard deviations medians interquartile ranges
12a,PMC3502035,S91,17095,17141,Statistical analyses, Categorical data presented percentages
0,PMC3502035,S92,17150,17392,Statistical analyses, We carried efficacy analyses intention treat population consisting participants randomised intervention arm usual care arm least one recorded blood pressure measurement randomisation
0,PMC3502035,S93,17393,17476,Statistical analyses, Analyses based treatment group participant randomised
12a,PMC3502035,S94,17477,17684,Statistical analyses, We compared primary endpoint measure blood pressure control week 26 study groups using log binomial generalised linear model stratification status randomisation covariate
12a,PMC3502035,S95,17685,17879,Statistical analyses, Stratification status fit categorical variable three blood pressure target groups mm Hg mm Hg mm Hg based participant  s clinical profile
12a,PMC3502035,S96,17880,18106,Statistical analyses, Change systolic diastolic blood pressure baseline 26 weeks analysed analysis covariance treatment group stratification status factors mean baseline blood pressure covariate
0,PMC3502035,S97,18107,18184,Statistical analyses, We also describe proportion rate adverse events per participant
3a,PMC3551223,S41,5523,5743,Study design, This report covers planned analysis first 24 weeks including primary endpoint on going 2 year double blind placebo controlled parallel group clinical trial NCT00810199 EudraCT 2008 001847 20
11a,PMC3551223,S42,5744,5945,Study design, The treatment allocation individual patients remained blinded patients site personnel data analysis interpretation team except separate subgroup technically preparing data
0,PMC3551223,S43,5954,6126,Study design, The study approved appropriate institutional review boards ethics committees written informed consent obtained patient study participation
0,PMC3551223,S44,6127,6334,Study design, The study conducted full accordance International Conference Harmonisation good clinical practice principles laws regulations countries research conducted
4a,PMC3551223,S46,6374,6809,Patients, Eligible patients confirmed RA according 1987 American College Rheumatology ACR criteria active disease defined disease activity score based 28 joints  erythrocyte sedimentation rate DAS28  ESR greater 4 4 baseline 4 0 screening receiving methotrexate least 12 weeks stable dose least 15 mg week 6 weeks longer starting study treatment
4a,PMC3551223,S47,6810,6997,Patients, For inclusion patients also required bone damage radiographic evidence least one joint definite erosion attributable RA determined central reader
4a,PMC3551223,S48,6998,7355,Patients, Major exclusion criteria included severe comorbidities previous use biological agents well conventional disease modifying antirheumatic drug treatment methotrexate month 3 months leflunomide preceding baseline visit see supplementary data available online full inclusion exclusion criteria
0,PMC3551223,S50,7402,7560,Study treatment, Patients randomly assigned either add on switch strategy group see supplementary data available online study design schematic
8b,PMC3551223,S51,7561,7670,Study treatment, Randomisation stratified study site baseline DAS28  ESR 5 5 using minimisation algorithm
5,PMC3551223,S52,7671,7752,Study treatment, All patients received open label tocilizumab 8 mg kg intravenously every 4 weeks
11b,PMC3551223,S53,7753,8015,Study treatment, Treatment methotrexate placebo double blind patients received identical capsules either placebo switch strategy arm methotrexate 2 5 mg add on strategy arm number capsules study entry consistent prestudy dosage
5,PMC3551223,S53,7753,8015,Study treatment, Treatment methotrexate placebo double blind patients received identical capsules either placebo switch strategy arm methotrexate 2 5 mg add on strategy arm number capsules study entry consistent prestudy dosage
5,PMC3551223,S54,8016,8336,Study treatment, Tocilizumab and or disease modifying antirheumatic drug treatment reduced temporarily interrupted patients alanine aminotransferase aspartate transaminase values greater one three times upper limit normal ULN discontinued persistent increases greater three times ULN
5,PMC3551223,S56,8393,8605,Concomitant RA treatments, Oral corticosteroids mg day prednisone equivalent non steroidal anti inflammatory drugs permitted long doses stable least 25 28 days start study treatment
5,PMC3551223,S57,8606,8745,Concomitant RA treatments, Alterations non steroidal anti inflammatory drug dose recommended study particularly first 24 weeks
5,PMC3551223,S58,8746,8830,Concomitant RA treatments, The corticosteroid dose could changed first 24 weeks study
0,PMC3551223,S60,8900,9005,Collected patient data and assessments, Data collected baseline included demographics disease characteristics RA disease duration
6a,PMC3551223,S61,9006,9277,Collected patient data and assessments, At baseline every 4 weeks thereafter following parameters assessed tender joint count swollen joint count health assessment questionnaire  disability index HAQ  DI patient s global assessment physician s global assessment C reactive protein CRP ESR
6a,PMC3551223,S62,9278,9417,Collected patient data and assessments, Quality life assessed baseline weeks 4 8 12 24 using rheumatoid arthritis quality life questionnaire RAQoL
6a,PMC3551223,S63,9418,9557,Collected patient data and assessments, At visit patients monitored adverse events vital signs laboratory tests eg blood counts transaminases cholesterol
6a,PMC3551223,S64,9558,9637,Collected patient data and assessments, Radiographs hands wrists feet obtained baseline week 24
6a,PMC3551223,S65,9638,9924,Collected patient data and assessments, Each radiograph assessed applying Genant modified Sharp scoring system GSS two independent readers Perceptive Informatics Medical Imaging Services Berlin Germany blinded treatment assignment chronological order radiographs patient s clinical status
6a,PMC3551223,S66,9925,10111,Collected patient data and assessments, The smallest detectable change SDC GSS computed based observed SD difference x ray readers 14 whereas three readers total participated campaign
0,PMC3551223,S67,10112,10232,Collected patient data and assessments, The SDC smallest change attributed something observed variability reader differences
0,PMC3551223,S69,10284,10467,Statistical analysis, The clinical superiority tocilizumab plus methotrexate combination treatment phase II CHARISMA study13 important influence statistical parts design
6a,PMC3551223,S70,10476,10853,Statistical analysis, To assess working hypothesis add on strategy ie initiation tocilizumab plus continuation methotrexate would superior switch strategy ie initiation tocilizumab discontinuation methotrexate primary outcome measure study defined percentage patients remission according DAS28  ESR DAS28 2 6 week 24
12a,PMC3551223,S71,10854,10969,Statistical analysis, A two sided statistical test difference two treatment arms 5 significance level used
12a,PMC3551223,S72,10970,11261,Statistical analysis, Specifically primary endpoint well similar endpoints logistic regression model employed including stratification factors used randomisation site baseline DAS28 5 5 supportive Cochran  Mantel  Haenszel test stratified parameters
12a,PMC3551223,S73,11262,11341,Statistical analysis, Analysis covariance models used compare continuous outcome measures
12a,PMC3551223,S74,11350,11739,Statistical analysis, Efficacy analyses conducted intention to treat population randomly assigned treated patients analysed arm randomly assigned non responder imputation categorical variables eg DAS28 remission ACR response last observation carried forward patient withdrawal missing joint counts additional imputation missing values
7a,PMC3551223,S75,11748,11999,Statistical analysis, The target sample size 235 patients per arm computed provide 80 power detect 12 5 treatment effect difference expected 42 5 DAS28 remission rate week 24 add on strategy arm versus 30 switch strategy arm 12
0,PMC3551223,S76,12000,12143,Statistical analysis, This difference 12 5 deemed clinically relevant study s steering committee see supplementary data available online
0,PMC3551223,S77,12152,12356,Statistical analysis, The following additional endpoints analysed accordance European League Against Rheumatism EULAR ACR collaborative recommendations reporting RA disease activity clinical trials 11
6a,PMC3551223,S78,12389,12745,Statistical analysis, Other outcome measures week 24 included mean changes DAS28  ESR selected variables eg swollen joint count tender joint count ESR CRP HAQ  DI RAQoL percentage patients improved 24 weeks study according ACR20 50 70 90 EULAR response percentage patients DAS28 3 2 low disease activity state
6a,PMC3551223,S79,12746,12925,Statistical analysis, Remission defined 2010 ACR  EULAR criteria Boolean definition 15 simplified disease activity index clinical disease activity index analysed post hoc
6a,PMC3551223,S80,12960,13122,Statistical analysis, To approach concepts onset action sustainability changes time selected variables joint counts CRP pain HAQ  DI evaluated
6a,PMC3551223,S81,13157,13235,Statistical analysis, The domain fatigue evaluated using question 21 RAQoL questionnaire
6a,PMC3551223,S82,13270,13493,Statistical analysis, Radiographic endpoints included changes baseline total GSS erosion joint space narrowing scores proportion patients radiographic progression progression defined change GSS SDC 0
6a,PMC3551223,S83,13522,13819,Statistical analysis, Safety endpoints included incidence adverse events AE serious AE serious infections specific laboratory abnormalities analysed safety population treated patients least one post dose assessment safety analysed according treatment received
0,PMC3551223,S157,25752,25764,Supplementary Material, Web appendix
3a,PMC3590447,S41,6033,6194,Trial design and participants, In randomised controlled trial patients recruited 37 45 renal units acute hospitals throughout UK obtained local ethical approval
4b,PMC3590447,S41,6033,6194,Trial design and participants, In randomised controlled trial patients recruited 37 45 renal units acute hospitals throughout UK obtained local ethical approval
4a,PMC3590447,S42,6195,6859,Trial design and participants, Inclusion criteria age 18  75 years biopsy proven diagnosis membranous nephropathy impose limit time since biopsy regarded idiopathic evidence underlying cause drugs infections tumours serum plasma creatinine concentration less 300 together 20 greater decline excretory renal function measured creatinine clearance estimated Cockcroft Gault calculation later Modification Diet Renal Disease MDRD formula13 based least three measurements period 3 months longer within 2 years study entry
4a,PMC3590447,S43,6868,6998,Trial design and participants, We excluded patients whose membranous nephropathy result secondary causes defined according usual clinical practice
4a,PMC3590447,S44,6999,7479,Trial design and participants, Other exclusion criteria known infection hepatitis B C virus HIV known malignant disease positive antibodies double stranded DNA current treatment gold penicillamine non steroidal anti inflammatory drugs cytotoxic drugs ciclosporin 3 months treatment corticosteroids preceding 2 years pregnancy unreliable contraception previous adverse reaction prednisolone methylprednisolone chlorambucil ciclosporin
0,PMC3590447,S45,7488,7600,Trial design and participants, Ethics approval obtained South West Multicentre Research Ethics Committee reference MREC 97 6 12
0,PMC3590447,S46,7601,7664,Trial design and participants, Each participating centre also obtained local ethical approval
0,PMC3590447,S47,7665,7708,Trial design and participants, All patients gave written informed consent
10,PMC3590447,S49,7753,7934,Randomisation, Eligible patients randomly assigned member staff clinical trials office Glasgow Royal Infirmary Glasgow UK otherwise involved trial
8a,PMC3590447,S50,7935,8166,Randomisation, A random numbers table prepared allocate patients one three groups supportive therapy alone supportive therapy plus 6 months prednisolone chlorambucil supportive therapy plus 12 months ciclosporin
5,PMC3590447,S50,7935,8166,Randomisation, A random numbers table prepared allocate patients one three groups supportive therapy alone supportive therapy plus 6 months prednisolone chlorambucil supportive therapy plus 12 months ciclosporin
8b,PMC3590447,S50,7935,8166,Randomisation, A random numbers table prepared allocate patients one three groups supportive therapy alone supportive therapy plus 6 months prednisolone chlorambucil supportive therapy plus 12 months ciclosporin
10,PMC3590447,S51,8167,8265,Randomisation, Treatment allocation communicated fax clinician entering patient trial
11a,PMC3590447,S52,8266,8319,Randomisation, We attempt mask patients investigators
0,PMC3590447,S54,8361,8523,Procedures, We recorded baseline data supportive treatment alone group randomisation patients effectively continuing existing management
0,PMC3590447,S55,8524,8672,Procedures, In two groups receiving immunosuppressive treatment addition supportive therapy baseline data recorded new treatment began
0,PMC3590447,S56,8673,8821,Procedures, We could always start immunosuppressive treatment immediately randomisation new treatments prescribed delivered
0,PMC3590447,S57,8830,8904,Procedures, The treatment schedules based best available evidence time
5,PMC3590447,S58,8905,9026,Procedures, All patients received supportive therapy including renin angiotensin blockade statins anticoagulants indicated
5,PMC3590447,S59,9027,9265,Procedures, Those assigned supportive therapy plus 6 months prednisolone chorambucil11 received intravenous methyl prednisolone 1 g per day 3 consecutive days oral prednisolone 0  5 mg kg per day 28 days months 1 3 5
5,PMC3590447,S60,9266,9320,Procedures, Intravenous prednisolone administered hospital
5,PMC3590447,S61,9321,9425,Procedures, During months 2 4 6 patients received oral chlorambucil starting dose 0  15 mg kg per day
5,PMC3590447,S62,9426,9659,Procedures, We gave reduced dose parent drug metabolites renally excreted preliminary work14 shown dose 0  2 mg kg per day poorly tolerated patients impaired excretory renal function
5,PMC3590447,S63,9660,9808,Procedures, We reduced dose patient developed leucopenia weekly full blood counts advised interrupted leucopenia severe
5,PMC3590447,S64,9817,10037,Procedures, Those assigned supportive therapy plus 12 months ciclosporin received starting dose 5 mg kg per day 12 adjusted according trough blood concentrations drug achieve concentration 100  200
5,PMC3590447,S65,10038,10082,Procedures, We reduced dose toxicity evident
6a,PMC3590447,S66,10091,10202,Procedures, We followed patients met primary endpoint minimum 3 years
0,PMC3590447,S67,10203,10292,Procedures, The trial formally analysed 3 years patients begun treatment
0,PMC3590447,S68,10293,10374,Procedures, All surviving trial patients remain routine follow up renal units
6a,PMC3590447,S69,10383,10592,Procedures, The primary endpoint 20 decline excretory renal function baseline readings calculated patients Cockcroft Gault equation standard methodology start trial
6a,PMC3590447,S70,10601,10793,Procedures, Secondary endpoints proteinuria measured 24 h urinary collections estimated protein  creatinine ratios multiplying ratio mg mmol 10 severe adverse events
0,PMC3590447,S71,10794,10934,Procedures, The primary investigator PWM identified adverse events serious categorised according affected body system
0,PMC3590447,S72,10935,11374,Procedures, We report serious adverse events defined Medicines Healthcare products Regulatory Agency MHRA guidance15  ie adverse event adverse reaction unexpected adverse reaction results death life threatening results admission hospital extends length existing hospital stay results persistent serious disability incapacity consists congenital anomaly birth defect
0,PMC3590447,S73,11375,11530,Procedures, We also regarded serious important medical events might jeopardised patient needed intervention prevent one outcomes
6a,PMC3590447,S74,11531,11611,Procedures, We recorded information deaths development end stage renal disease
0,PMC3590447,S75,11620,11861,Procedures, In accordance Medical Research Council s guidelines good clinical practice trial steering committee data monitoring committee established receive yearly reports primary endpoints adverse events deaths
7a,PMC3590447,S77,11913,12161,Statistical analysis, To 90 power detect reduction frequency primary endpoint 80 supportive treatment group 40 immunosuppression groups p 0  05 calculated 35 patients would needed group 105 total
7a,PMC3590447,S78,12162,12267,Statistical analysis, After allowing estimated dropout rate 10 concluded needed recruit 116 patients
0,PMC3590447,S79,12276,12429,Statistical analysis, Primary analysis followed principles intention treat secondary analysis assessed patients received least one dose treatment
12a,PMC3590447,S80,12430,12532,Statistical analysis, Unless otherwise stated p values estimates treatment effects based two way comparisons
12a,PMC3590447,S81,12533,12586,Statistical analysis, We make adjustments multiple comparisons
12a,PMC3590447,S82,12587,12742,Statistical analysis, We analysed time 20 decline renal function log rank test calculated hazard ratios HRs Cox proportional hazards regression
12a,PMC3590447,S83,12743,12894,Statistical analysis, We used log rank test survival endpoints repeated measures analysis variance fowr continuous longitudinal data eg proteinuria
12a,PMC3590447,S84,12895,13009,Statistical analysis, We analysed serious adverse event data log rank test basis time first serious adverse event
12a,PMC3590447,S85,13010,13071,Statistical analysis, We statistical analyses using SAS software version 9 2
0,PMC3590447,S86,13080,13333,Statistical analysis, In 2003 trial shown comply requirements EU clinical trials directive 2004 clinical trial authorisation CTA obtained Medicines Healthcare products Regulatory Authority CTA number 18524 0001 001
0,PMC3590447,S87,13334,13496,Statistical analysis, In 2008 trial adopted onto National Institute Health Research portfolio assigned UK Clinical Research Network identification number 2579
0,PMC3590447,S90,13653,13786,Role of the funding source, The sponsors study role study design data collection data analysis data interpretation writing report
0,PMC3590447,S91,13787,13912,Role of the funding source, The corresponding author full access data study final responsibility submit publication
4a,PMC3623038,S30,3600,3835,Patients, Consecutive patients diagnosed according Gibb s criteria9 monitored Lille University Hospital s PD clinic invited participate study CM AD LD DD required number participants obtained
4b,PMC3623038,S30,3600,3835,Patients, Consecutive patients diagnosed according Gibb s criteria9 monitored Lille University Hospital s PD clinic invited participate study CM AD LD DD required number participants obtained
0,PMC3623038,S32,3968,4075,Patients, The research protocol approved local independent ethics committee Protocol ID 2008 008210 38
4a,PMC3623038,S33,4084,4305,Patients, The main inclusion criterion presence severe gait disorder defined score UPDRS part III item 29 abnormal forward leaning stance score item 28 despite optimal L dopa treatment
4a,PMC3623038,S34,4306,4483,Patients, The main exclusion criterion presence axial disorders related insufficient doses L dopa off periods motor fluctuation induced STN stimulation
4a,PMC3623038,S35,4484,4668,Patients, Patients receiving STN stimulation shown improvement least 50 motor symptoms first year treatment without worsening gait posture
4a,PMC3623038,S36,4669,4783,Patients, The appearance axial signs immediately initiation STN stimulation also exclusion criterion
4a,PMC3623038,S37,4784,5081,Patients, Other notable exclusion criteria included inability walk unaided dopaminergic treatment ii dementia diagnosed according DSM IV R criteria Mattis Dementia Rating Scale score 130 iii ongoing administration NMDA antagonist memantine
3a,PMC3623038,S39,5132,5200,Experimental design, We performed 90 day double blind placebo controlled pilot study
5,PMC3623038,S41,5257,5313,Randomisation and masking, Subjects randomly assigned memantine placebo
8a,PMC3623038,S42,5314,5438,Randomisation and masking, The 1    1 assignment sequence based computer random number generator produced Department Biostatistics
10,PMC3623038,S42,5314,5438,Randomisation and masking, The 1    1 assignment sequence based computer random number generator produced Department Biostatistics
11b,PMC3623038,S43,5439,5624,Randomisation and masking, The randomisation list sent independent contract research organisation LC2 Lentilly France preparation distribution identical capsules memantine placebo
10,PMC3623038,S43,5439,5624,Randomisation and masking, The randomisation list sent independent contract research organisation LC2 Lentilly France preparation distribution identical capsules memantine placebo
11a,PMC3623038,S45,5668,5739,Intervention, Patients study staff investigators blinded assignment
5,PMC3623038,S46,5740,5972,Intervention, After 30 day dose titration phase increase 5  mg memantine per week placebo patients received daily dose 7 00 20  mg memantine ie usual recommended dose placebo 60  days
5,PMC3623038,S47,5973,6054,Intervention, All patients undergoing STN stimulation assessed conditions
5,PMC3623038,S48,6055,6206,Intervention, Patients allowed change medication regimen STN stimulation settings 3  months prior study study
6a,PMC3623038,S50,6255,6351,Efficacy criteria, The primary efficacy criterion change stride length conditions
6a,PMC3623038,S51,6352,6500,Efficacy criteria, Stride length assessed optoelectronic analysis 6 camera VICON Video System Oxford Metrics Oxford UK sampling rate 50  Hz
6a,PMC3623038,S52,6501,7319,Efficacy criteria, Secondary efficacy criteria included gait velocity m s cadence steps min ii motor handicap assessed overall UPDRS motor score axial subscore sum items 18 speech 19 facial expression 22 neck rigidity 27 arising chair 28 posture 29 gait 30 postural stability iii LID assessed overall Dyskinesia Rating Scale score axial subscore iv hypertonia axial flexors extensors assessed mean work joules performed 10 passive trunk movements 30  s CON TREX isokinetic dynamometer CMV AG D bendorf Switzerland 10 v trunk flexor extensor strength measured mean work joules performed three repetitions 30  s active flexion extension mode isokinetic dynamometer 10
6a,PMC3623038,S53,7320,7427,Efficacy criteria, All measurements recorded double blind manner hospital s gait laboratory CM AD VT
6a,PMC3623038,S55,7482,7639,Standardised assessment, Efficacy criteria assessed 8 30 morning conditions least 8  h withdrawal dopaminergic medications
6a,PMC3623038,S56,7640,7769,Standardised assessment, After acute administration L dopa 9 00 on  condition assessed 9 30 10 00 morning
6a,PMC3623038,S57,7770,7871,Standardised assessment, All assessments performed 90 day course study medication afterwards
5,PMC3623038,S58,7872,8007,Standardised assessment, The L dopa dose used assessment 150 usual first morning dose taken patients relieve symptoms table 1
6a,PMC3623038,S61,8112,8245,Safety criteria, Adverse events arterial blood pressure values electrocardiogram standard blood biochemistry profile recorded monthly
