PMCID,sentence_id,CONSORT_Item,sentence_text
PMC3266479,S143,,"We used a combination of text (â€œsalbutamolâ€ù, â€œbeta agonistâ€ù, â€œARDSâ€ù) and medical subject headings terms (â€œadrenergic beta-agonistsâ€ù, â€œrespiratory distress syndromeâ€ù, â€œadultâ€ù)."
PMC3266479,S144,,"We identified two randomised controlled trials13,23 and no systematic reviews."
PMC3266479,S145,,"Both trials were at low risk of bias, according to the criteria of the Cochrane risk of bias method."
PMC3266479,S146,,The Î_-agonist lung injury trial (BALTI)13 recruited 40 patients and used an intravenous infusion of salbutamol.
PMC3266479,S147,,"Findings from the trial showed reductions in extravascular lung water and plateau airway pressure in the group given salbutamol, but no difference in 28-day mortality (11 [58%] of 19 patients died in the salbutamol group vs 14 [67%] of 21 in the placebo group).12"
PMC3266479,S148,,The aerosolised beta-2 agonist for treatment of acute lung injury (ALTA)23 trial randomly assigned 282 patients with acute lung injury to receive aerosolised salbutamol (5 mg) or placebo.
PMC3266479,S149,,The trial was stopped early on grounds of futility.
PMC3266479,S150,,The number of ventilator-free days (salbutamol 14Â·4 days vs placebo 16Â·6 days; 95% CI for the difference âˆ’4Â·7 to 0Â·3 days; p=0Â·087) or hospital mortality (35 [23%] of 152 patients died in the salbutamol group vs 23 [17%] of 130 in the placebo group; 95% CI for the difference âˆ’4Â·0 to 14Â·7; p=0Â·30) did not differ significantly.
PMC3266479,S151,,Interpretation
PMC3266479,S152,,"The effects on ventilator-free days and mortality in ALTA were consistent with those in BALTI-2, but our trial shows clearly that intravenous administration of salbutamol at 15 Î_g/kg ideal bodyweight per h to patients with early ARDS was poorly tolerated, is unlikely to be beneficial, and could worsen outcomes."
PMC3266479,S153,,Routine use of Î_-2 agonist therapy in mechanically ventilated patients with ARDS cannot be recommended.
PMC3266479,S154,,"Our findings show that intravenous salbutamol given to patients with early ARDS significantly increased 28-day mortality, and reduced ventilator-free days and organ failure-free days compared with those given placebo."
PMC3266479,S155,,"Treatment was poorly tolerated because of tachycardia, arrhythmias, and lactic acidosis."
PMC3266479,S156,,"These findings were unexpected; however, they have clarified whether intravenous infusion of Î_-2 agonists should be used in patients with ARDS (panel)."
PMC3266479,S157,,"The ALTA trial23 of aerolised salbutamol for treatment of acute lung injury in 282 patients was stopped because the primary endpoint, ventilator-free days, had crossed predefined futility boundaries, making the probability of a positive trial very low."
PMC3266479,S158,,"Nevertheless, in that trial, clinical outcomes were worse in the salbutamol group than in the placebo group, particularly in the most severely ill patients."
PMC3266479,S159,,"Because we recruited a large number of ARDS patients, with characteristics similar to other multicentre trials,2,23 from 46 multidisciplinary intensive-care units in the UK, our data could be generalised to other intensive-care units."
PMC3266479,S160,,Our trial has some limitations.
PMC3266479,S161,,"First, mortality in the placebo group was much lower than anticipated."
PMC3266479,S162,,This outcome could have been caused by changes in the mortality of ARDS because of improvements in treatments.24
PMC3266479,S163,,"Second, because of the nature of pragmatic trials, we did not obtain prospective data for cardiovascular comorbidity and causes of deaths, including results of post-mortem."
PMC3266479,S164,,These data could provide useful information about possible explanations of these unexpected trial results.
PMC3266479,S165,,"Third, the trial was stopped at a smaller sample size than was planned; therefore, the precision of the treatment effect estimates is lower than expected."
PMC3266479,S166,,"A large sample size and narrow CIs might clarify salbutamol's effects on secondary outcomes, such as mortality rates in intensive-care units and hospitals."
PMC3266479,S167,,"Fourth, although we recommended best practice for ARDS (protective ventilation, conservative fluid management), we did not measure details of clinical management."
PMC3266479,S168,,"We selected the dose of salbutamol (15 Î_g/kg ideal bodyweight per h) after an early dose-ranging study identified it to be the maximum dose that critically ill patients could receive without an increase in ventricular, atrial tachycardia, or ectopy."
PMC3266479,S169,,"This dose was used in the BALTI study25 and resulted in steady-state plasma concentrations of salbutamol (1Ã—10âˆ’6 M), and is associated with a 100% increase in clearance of basal alveolar fluid in animal studies of ARDS."
PMC3266479,S170,,"The dose is at the high end of the manufacturer's recommended dosing regimen; as such, a beneficial effect of salbutamol could have been outweighed by its adverse effects at this dose."
PMC3266479,S171,,"A lower dose of salbutamol might have produced a different outcome, so the conclusions from our study can relate only to the dose given."
PMC3266479,S172,,The mechanisms underlying the increased mortality in the salbutamol group remain unclear.
PMC3266479,S173,,"That the survival curves for salbutamol and placebo seem to continue to diverge after the end of the salbutamol infusion might be notable, so the mechanism could be complex."
PMC3266479,S174,,"The ALTA investigators23 explored possible explanations for the scarcity of effect of Î_-2 agonists, including poor drug delivery to injured and oedematous alveoli, inadequate alveolar epithelial response, downregulation of Î_-2 receptors, and genetic variation."
PMC3266479,S175,,"Adverse effects on the cardiovascular systemâ€”eg, tachyarrythmias, cardiomyopathy and myocardial infarctionâ€”could have been harmful.26,27"
PMC3266479,S176,,Recruitment of damaged alveoli28 and activation of the renin-angiotensin aldosterone system could adversely affect pulmonary fluid balance.29
PMC3266479,S177,,"Findings from this multicentre trial provide evidence that intravenous salbutamol in the early course of ARDS was poorly tolerated, is unlikely to be beneficial, and could worsen outcomes."
PMC3266479,S178,,Routine use of Î_-2 agonist therapy in mechanically ventilated patients with ARDS cannot be recommended.
PMC3266479,S179,,Back matter
PMC3266479,S180,,Acknowledgments
PMC3266479,S181,,"The drug supply was funded by the Department of Health, UK, and the internal pilot was funded by the Intensive Care Foundation, UK."
PMC3266479,S182,,GDP was funded by a Clinician Scientist Award from the National Institute for Health Research.
PMC3266479,S183,,"We thank all patients and their legal representatives who participated in the Î_-2 agonist lung injury trial (BALTI-2), all research nurses and the pharmacists in all participating centres for their help, and medical and nursing staff in participating centres who cared for patients and collected data."
PMC3266479,S184,,"This trial was funded by the Medical Research Council (UK, number 84730)."
PMC3266479,S185,,Contributors
PMC3266479,S186,,"FGS (chief investigator), DY, GDP, and DFM conceived the study and designed it with SG (senior trialist and statistician) and SEL (director of the clinical trials unit)."
PMC3266479,S187,,"FGS, SG, GDP, SEL, and DY obtained the funding and managed the undertaking of the trial."
PMC3266479,S188,,"DFM, WT, and ZK contributed substantially to trial recruitment."
PMC3266479,S189,,"SG did all statistical analyses, and GDP, FGS, SEL, WT, ZK, DFM, and DY interpreted the data."
PMC3266479,S190,,"FGS and SG drafted the report with input editing from GDP, SEL, DFM, WT, ZK, and DY."
PMC3266479,S191,,BALTI-2 study group
PMC3266479,S192,,"Trial Steering Committee S Baudouin (chair), B Cuthbertson, K Rowan, B Williams, F Gao Smith, S Gates, S Lamb, D Young."
PMC3266479,S193,,"Data Monitoring and Ethics Committee K Wheatley (chair), J Bion, G Bellingan."
PMC3266479,S194,,"Management committee F Gao Smith (chief investigator), G Perkins, S Gates (statistician), S Lamb, D Young, V Barber, C McCabe (health economist)."
PMC3266479,S195,,"Trials Managers S Duggan, T Melody, C Daffern, E Adey."
PMC3266479,S196,,"Trial co-coordinators T Latif, J Bell, R Ezra, B Hoddell."
PMC3266479,S197,,"Administration and data entry H Johnson, I Ruders, C Snaith (cause of death data entry)."
PMC3266479,S198,,"Recruitment Facilitators S Dale, H Reay, A McLoughlin, V Gordon."
PMC3266479,S199,,Principal sites investigators
PMC3266479,S200,,Birmingham City Hospital Z Khan; Birmingham Heartlands Hospital F Gao Smith; Queen Elizabeth Hospital and Selly Oak Hospital W Tunnicliffe; Selly Oak Hospital and Royal Blackburn Hospital A Krige; Good Hope Hospital J Hull; Ipswich Hospital R Howard-Griffin; Royal Berkshire Hospital C Danbury; Hereford County Hospital R Harding; Broomfield Hospital E Makings; Watford General Hospital S Afolami; University Hospital of Wales S Shah; Royal Preston Hospital S Laha; Royal Victoria Hospital D McAuley; Ulster Hospital J Trinder; Papworth Hospital A Vuylsteke; University Hospital of Coventry and Warwickshire D Watson; Dumfries and Galloway Royal Infirmary P Jefferson; Whiston Hospital J Wood; Arrowe Park Hospital H Black; University Hospital Aintree G Dempsey; Solihull Hospital F Gao; Cheltenham General Hospital R Orme; Sandwell General Hospital A Arora; Hammersmith Hospital and Charing Cross Hospital S Brett; Russells Hall Hospital J Sonksen; Barnet General Hospital R Schoub; Bedford General Hospital S Snape; Southend University Hospital D Higgins; Norfolk and Norwich Hospital J Nortje; James Paget Hospital K Blenk; Nevill Hall Hospital M Martin; Worcester Royal Hospital S Graystone; Yeovil District Hospital R Daum; Glan Clwyd Hospital R Pugh; Hull Royal Infirmary I Smith; Bristol Royal Infirmary J Bewley; Addenbrookes Hospital A Johnston; Edinburgh Royal Infirmary M Beatty; Great Western Hospital M Watters; Southampton General Hospital M Grocott; North Middlesex Hospital J M Cuesta; Royal Derby Hospital D Rogerson; James Cook University Hospital J Park; Frenchay Hospital J Soar; George Eliot Hospital M Ranganathan; Frimley Park Hospital S Tote; Warwick Hospital T Long; Wythenshawe Hospital P Alexander; Walsall Manor Hospital M Khalil; Warrington Hospital J Little; Royal Hallamshire Hospital G Mills; Macclesfield Hospital J Hunter; Northern General Hospital G Mills; Salford Royal Hospital M Ghrew; Kings Mill Hospital L Milligan; Antrim Area Hospital R Ballie; Royal United Hospital Bath A Padkin; Royal Victoria Infirmary S Wright; Freeman Hospital S Wright; St Johns Hospital M Beatty; Newcastle General Hospital S Wright; Chase Farm Hospital R Schoub; Scunthorpe Hospital R Sharawi; Southmead Hospital J Soar; Royal Lancaster Infirmary D Highley; Hairmyres Hospital D Allen; Aberdeen Royal Infirmary D Noble; Monklands Hospital J Ruddy; West Middlesex Hospital M Popescu.
PMC3266479,S201,,Conflicts of interest
PMC3266479,S202,,FGS and GDP have received an investigator-led research grant from GlaxoSmithKline.
PMC3266479,S203,,"GDP and DFM have consulted for, sat on advisory boards for, and received lecture fees from GlaxoSmithKline, and have received lecture fees from AstraZeneca for educational meetings (all unrelated to Î_ agonists)."
PMC3266479,S204,,All other authors declare that they have no conflicts of interest.
PMC3321505,S1,,Title
PMC3321505,S2,,Double-Blind Randomized Trials of Single-Tablet Ibuprofen/High-Dose Famotidine vs. Ibuprofen Alone for Reduction of Gastric and Duodenal Ulcers
PMC3321505,S3,,Abstract
PMC3321505,S4,,OBJECTIVES:
PMC3321505,S5,,We performed two 24-week double-blind trials (REDUCE-1 and -2 (Registration Endoscopic Studies to Determine Ulcer Formation of HZT-501 Compared with Ibuprofen: Efficacy and Safety Studies)) to assess whether double-dose famotidine given in a single-tablet combination with ibuprofen (HZT-501) significantly reduces gastric and duodenal ulcers as compared with ibuprofen.
PMC3321505,S6,,METHODS:
PMC3321505,S7,,"Patients (40â€“80 years) requiring daily non-steroidal anti-inflammatory drugs (NSAIDs) for â‰¥6 months with no prior ulcer complications, negative H. pylori stool test, and baseline endoscopy showing no ulcers and <5 erosions were randomly assigned in a 2:1 ratio to HZT-501 or identical-appearing ibuprofen 800â€‰mg tablets thrice daily."
PMC3321505,S8,,"Study endoscopies were done at 8, 16, and 24 weeks."
PMC3321505,S9,,"After unblinding and initial analyses, 12 patients were found to be misclassified as having gastric ulcers based on the adjudication of endoscopy reports, and analyses were re-run."
PMC3321505,S10,,RESULTS:
PMC3321505,S11,,"In REDUCE-1, the primary end point analysis of gastric ulcers at 24 weeks with HZT-501 vs. ibuprofen was 12.7% vs. 22.9% (P=0.0044) in the post-adjudication analysis."
PMC3321505,S12,,"In REDUCE-2, the primary end point analysis of upper gastrointestinal (GI) ulcers was 13.0% vs. 20.5% (P=0.0587) in the post-adjudication analysis."
PMC3321505,S13,,Prespecified pooled analyses showed significantly fewer gastric (12.5% vs. 20.7%) and duodenal ulcers (1.1% vs. 5.1%) with HZT-501 vs. ibuprofen.
PMC3321505,S14,,"Proportional hazards analysis of multiple potential risk factors showed the risk ratio of upper GI ulcers with HZT-501 vs. ibuprofen was 0.46, 95% confidence interval was 0.34â€“0.61."
PMC3321505,S15,,CONCLUSIONS:
PMC3321505,S16,,"Combined results of the REDUCE studies indicate that double-dose famotidine plus ibuprofen, given as a combination tablet, decreases endoscopic upper GI ulcers as compared with ibuprofen alone."
PMC3321505,S17,,INTRODUCTION
PMC3321505,S18,,"Non-steroidal anti-inflammatory drugs (NSAIDs) are widely used as analgesics (1,2)."
PMC3321505,S19,,"Ibuprofen is the most commonly used non-aspirin NSAID, with about one quarter of the US population aged 17 years or older reporting ibuprofen intake in the past month (2)."
PMC3321505,S20,,"The main factor that limits NSAID use is the development of upper gastrointestinal (GI) adverse effects including ulcers, complications such as bleeding, and dyspepsia."
PMC3321505,S21,,"Strategies recommended (3,4,5,6) to decrease GI injury in NSAID users include co-therapy with misoprostol or proton-pump inhibitors and/or use of COX-2 selective inhibitors."
PMC3321505,S22,,"Histamine2-receptor antagonists (H2RAs) have not been recommended for preventive therapy in NSAID users because, when given in standard doses, they significantly decrease duodenal but not gastric ulcers (3,7)."
PMC3321505,S23,,"However, a Cochrane systematic review of placebo-controlled randomized trials â‰¥3 months (7) identified one study showing a significant benefit of double-dose H2RAs in reducing both gastric ulcers (relative risk (RR)=0.42, 95% confidence interval, 0.18â€“0.97) and duodenal ulcers (RR=0.19, 0.04â€“0.85) (8)."
PMC3321505,S24,,The RRs for proton-pump inhibitor vs. placebo co-therapy in the meta-analysis were 0.40 (0.32â€“0.51) for gastric ulcers and 0.19 (0.09â€“0.37) for duodenal ulcers (7).
PMC3321505,S25,,"Although many national and international groups recommend protective therapy in NSAID users at increased risk of GI events (3,4,5,6), most such patients are not prescribed protective therapy (8,9)."
PMC3321505,S26,,"In addition, patients may not take their protective co-therapy along with their NSAID, especially if they are not experiencing any symptoms, and decreased adherence is associated with a significantly increased risk of developing upper GI ulcers or bleeding (10,11,12,13)."
PMC3321505,S27,,"For example, van Soest et al. (13) reported that the risk of an upper GI clinical event (bleeding, perforation, or symptomatic ulcer) in NSAID users at increased GI risk rose 16% for every 10% decrease in the proportion of time a proton-pump inhibitor or H2RA was prescribed."
PMC3321505,S28,,"Mechanisms that ensure adherence to protective therapy, such as the combination of an NSAID and a protective agent in one pill, theoretically should decrease the GI risk associated with the NSAID therapy."
PMC3321505,S29,,"We performed the REDUCE trials (Registration Endoscopic Studies to Determine Ulcer Formation of HZT-501 Compared with Ibuprofen: Efficacy and Safety Studies) to assess whether double-dose famotidine given in a single-tablet combination with ibuprofen (HZT-501 (ibuprofen 800â€‰mg plus famotidine 26.6â€‰mg); Horizon Pharma, Northbrook, IL) significantly reduces the proportion of patients who develop gastric ulcers (REDUCE-1) or upper GI (gastric or duodenal) ulcers (REDUCE-2) during 24 weeks of treatment as compared with ibuprofen in adult NSAID users."
PMC3321505,S30,,METHODS
PMC3321505,S31,,Patients
PMC3321505,S34,,Study design
PMC3321505,S45,,End points and analysis
PMC3321505,S72,,RESULTS
PMC3321505,S73,,Figure 1 Trial flow and patient disposition.
PMC3321505,S74,,Table 1 Baseline characteristics of patients randomly assigned to HZT-501 or ibuprofen
PMC3321505,S75,,The progress of the studies from enrollment through analysis is shown in the CONSORT diagrams in Figure 1.
PMC3321505,S76,,The REDUCE-1 trial took place from March 2007 through August 2008 at 68 centers in the United States and REDUCE-2 took place from March 2007 through September 2008 at 68 centers in the United States.
PMC3321505,S77,,The trials continued until their planned completion based on the prespecified sample sizes.
PMC3321505,S78,,Selected baseline characteristics of the primary population analyzed in the two study groups for each trial are shown in Table 1.
PMC3321505,S79,,"Reason for NSAID use across both trials included pain (37.9%), osteoarthritis (50.6%), rheumatoid arthritis (3.5%), and other (7.8%)."
PMC3321505,S80,,The initial results after data lock and unblinding in REDUCE-1 for the primary end point of proportion of patients with gastric ulcers at 24 weeks was 12.9% for HZT-501 and 25.3% for ibuprofen (P=0.0009; NNT=11).
PMC3321505,S81,,The initial results for the primary end point in REDUCE-2 showed the proportions of patients with upper GI ulcers of 13.8% for HZT-501 and 22.6% for ibuprofen (P=0.0304; NNT=11).
PMC3321505,S82,,"Table 2 The proportions of patients (life table and crude rate) in the primary population developing an upper GI, gastric, or duodenal ulcer in the post-adjudication analysis (excluding esophageal or no ulcers previously labeled as gastric ulcers) over 24 weeks of treatment"
PMC3321505,S83,,"After unblinding and performance of the statistical analyses, a review of endoscopy reports revealed that some patients with esophageal ulcers had been incorrectly assigned as having gastric ulcers."
PMC3321505,S84,,An adjudication committee of two independent gastroenterologists then reviewed all positive endoscopy reports to determine how many ulcers had been misclassified.
PMC3321505,S85,,"In the primary population, five patients in REDUCE-1 (one HZT-501 (no ulcer), four ibuprofen (four esophageal ulcers)) and seven patients in REDUCE-2 (three HZT-501 (two no ulcer, one esophageal ulcer), four ibuprofen (one no ulcer, three esophageal ulcers)) had esophageal ulcers misclassified as gastric ulcers or had no gastric ulcer present; duodenal ulcers were not affected."
PMC3321505,S86,,The results for the analyses were then re-run with these patients no longer listed as having gastric ulcers.
PMC3321505,S87,,These post-adjudication results are presented in Table 2.
PMC3321505,S88,,"In REDUCE-1, the primary end point of proportion of patients with gastric ulcers at 24 weeks was 12.7% for HZT-501 and 22.9% for ibuprofen (P=0.0044; NNT=12)."
PMC3321505,S89,,The results for the primary end point in REDUCE-2 showed the proportions of patients with upper GI ulcers of 13.0% for HZT-501 and 20.5% for ibuprofen (P=0.0587).
PMC3321505,S90,,"Figure 2 The cumulative incidence (crude rate (%)) of ulcers at 8, 16, and 24 weeks in patients taking HZT-501 or ibuprofen (IBU) for the initial and post-adjudication analysis of the pooled data for the primary population of REDUCE-1 and REDUCE-2 trials."
PMC3321505,S91,,"GI, gastrointestinal; REDUCE, Registration Endoscopic Studies to Determine Ulcer Formation of HZT-501 Compared with Ibuprofen: Efficacy and Safety Studies."
PMC3321505,S92,,"Assessment of the secondary ulcer end points in REDUCE-1 revealed that significantly fewer patients receiving HZT-501 developed upper GI ulcers in both the initial (NNT=9) and post-adjudication analysis (NNT=10), and significantly fewer patients developed duodenal ulcers (NNT=25)."
PMC3321505,S93,,Assessment of secondary end points in REDUCE-2 showed that the 6.7% reduction in life table estimate of gastric ulcers was not significant in the initial comparison (P=0.0795) and the 5.3% reduction in the post-adjudication analysis was not formally tested based on the predefined hierarchical testing sequence for the analysis.
PMC3321505,S94,,The combined trial cumulative incidence for crude rate of ulcers by visit is shown in Figure 2.
PMC3321505,S95,,Results of the pooled analysis of the two studies are also shown in Table 2.
PMC3321505,S96,,"When a fixed effect meta-analysis of the two studies was performed, the differences and 95% confidence intervals were identical to those shown in Table 2 for the pooled analyses of upper GI, gastric, and duodenal ulcers without evidence of heterogeneity (I2=0 for upper GI, gastric, and duodenal ulcer analyses)."
PMC3321505,S97,,"In addition, when the Cochranâ€“Mantelâ€“Haenszel analysis was re-run with study (REDUCE-1 or -2) included in the model, the P values for comparisons of all three end points remained <0.0001."
PMC3321505,S98,,The combined trial data of the primary population was used in a proportional hazards analysis to examine multiple risk factors in relation to development of upper GI ulcers.
PMC3321505,S99,,"Treatment with HZT-501 (vs. ibuprofen) was associated with a significantly lower risk ratio (RR) for upper GI ulcer formation in the initial (RR=0.44, 0.33â€“0.58) and post-adjudication analyses (RR=0.46, 0.34â€“0.61)."
PMC3321505,S100,,"Patients â‰¥65 years had a significantly higher risk ratio of upper GI ulcer formation (initial: 1.47, 1.06â€“2.05; post-adjudication: 1.54, 1.10â€“2.17) than those <65 years."
PMC3321505,S101,,RRs of upper GI ulcer formation for low-dose aspirin use were 1.40 (0.97â€“2.02) for initial and 1.46 (1.004â€“2.11) for post-adjudication analyses and for prior ulcer history they were 1.55 (0.95â€“2.53) for initial and 1.65 (1.01â€“2.69) for post-adjudication analyses.
PMC3321505,S102,,"Baseline erosions did not show a significant association with upper GI ulcer formation (initial: 1.20, 0.86â€“1.67; post-adjudication: 1.15, 0.82â€“1.62)."
PMC3321505,S103,,Figure 3 Forest plots of the relative risks (95% confidence interval (CI)) for upper gastrointestinal ulcers for HZT-501 vs. ibuprofen (IBU) in subgroup analyses of the pooled data for the primary population of REDUCE-1 and REDUCE-2 trials.
PMC3321505,S104,,The sample sizes for each of the subgroups are shown at the right side.
PMC3321505,S105,,"REDUCE, Registration Endoscopic Studies to Determine Ulcer Formation of HZT-501 Compared with Ibuprofen: Efficacy and Safety Studies."
PMC3321505,S106,,The effect of treatment was also examined within subgroups for the combined studies.
PMC3321505,S107,,The forest plot of these is shown in Figure 3.
PMC3321505,S108,,No significant treatment-by-subgroup interactions were identified for the subgroups assessed (all P values >0.10).
PMC3321505,S109,,Only two adverse event terms were reported in either study at a rate of â‰¥5%: dyspepsia and nausea.
PMC3321505,S110,,The rates for HZT-501 vs. ibuprofen in the pooled results were 4.7% vs. 8.0% for dyspepsia and 5.8% vs. 4.7% for nausea.
PMC3321505,S111,,"However, the proportion of patients with one or more predefined symptoms consistent with dyspepsia was not significantly different between HZT-501 and ibuprofen (12.3% vs. 14.9%)."
PMC3321505,S112,,GI complications were reported by investigators for three patients (0.6%) given HZT-501 and zero given ibuprofen in REDUCE-1.
PMC3321505,S113,,"These were GI bleeding episodes in which hemoglobin dropped 1.6, 2.1, and 3.1â€‰g/dl without clinical evidence of overt GI bleeding, transfusions, or hospitalizations."
PMC3321505,S114,,Gastric erosions were noted at endoscopy in all three patients.
PMC3321505,S115,,No GI complications were reported in REDUCE-2.
PMC3321505,S116,,One death occurred in the two studies: a 48-year-old female in the ibuprofen group died of cardiorespiratory arrest and multiorgan system failure attributed to acetaminophen toxicity.
PMC3321505,S117,,DISCUSSION
PMC3321505,S118,,"The goal of the REDUCE trials was to confirm the results of a single smaller study by Taha et al. (15), and demonstrate a significant decrease in NSAID-associated gastric and duodenal ulcers with double-dose famotidine, using a combination tablet of ibuprofen and famotidine."
PMC3321505,S119,,"Two studies of identical design were performed, as is generally required when phase 3 trials are used to apply for regulatory approval."
PMC3321505,S120,,The trials differed only in their sample size and their primary vs. secondary end point (gastric ulcers followed by upper GI ulcers in REDUCE-1 and upper GI ulcers followed by gastric ulcers in REDUCE-2).
PMC3321505,S121,,"After unblinding and initial analyses were performed, it was discovered on adjudication of endoscopy reports that 12 patients listed as having gastric ulcers actually had esophageal ulcers or no ulcers."
PMC3321505,S122,,"Therefore, analyses were re-run using the post-adjudication data, with these 12 patients no longer listed as having gastric ulcers."
PMC3321505,S123,,The larger REDUCE-1 trial demonstrated a significant decrease in the primary end point of gastric ulcers (P=0.0044) as well as in duodenal ulcers.
PMC3321505,S124,,"The smaller REDUCE-2 trial did not show a significant difference in the post-adjudication primary analysis of life table estimates of upper GI ulcers, with a P value of 0.0587; the secondary statistical comparison of crude proportions of upper GI ulcers revealed a P value of 0.0070."
PMC3321505,S125,,"Pooled analysis of the trials showed a significant decrease in upper GI ulcers with an NNT of 11, as well as significant decreases in both components, gastric ulcers and duodenal ulcers."
PMC3321505,S126,,"Multivariable analysis revealed a significant RR reduction in ulcers of âˆ_55% with HZT-501 after adjustment for risk factors that may influence the development of ulcers, such as age, ulcer history, aspirin use, and baseline erosions."
PMC3321505,S127,,"Furthermore, the treatment effect of HZT-501 was not significantly different in subgroups of patients with or without these characteristics."
PMC3321505,S128,,"Of interest, there was no decrement in treatment effect noted among patients taking low-dose aspirin."
PMC3321505,S129,,Ibuprofen was chosen as the NSAID studied because it is the most widely used non-aspirin NSAID in the United States (2).
PMC3321505,S130,,"Although famotidine is generally given twice daily, ibuprofen at full doses for arthritis is typically given thrice daily."
PMC3321505,S131,,The double-dose famotidine was therefore given as three daily doses of 26.6â€‰mg in the combination tablet.
PMC3321505,S132,,A preliminary study suggested that 26.6â€‰mg thrice daily produces gastric acid suppression similar to 40â€‰mg twice daily after 1 day (16).
PMC3321505,S133,,"Also, oral administration of HZT-501 is bioequivalent to concurrent oral administration of equivalent separate doses of ibuprofen and famotidine (17)."
PMC3321505,S134,,"Previous trials have suggested that H2RAs may decrease upper GI symptoms in patients taking NSAIDs (18,19)."
PMC3321505,S135,,We did not find a significant decrease in the proportion of patients spontaneously reporting a composite of symptoms consistent with dyspepsia.
PMC3321505,S136,,Future studies should formally assess NSAID users with a patient-reported outcome instrument validated for NSAID-associated dyspepsia.
PMC3321505,S137,,"Upper GI complications such as bleeding are more important clinically than ulcers identified at a scheduled endoscopy, although results of endoscopic ulcer trials in NSAID users generally correlate with results in outcome trials assessing upper GI complications (7,20)."
PMC3321505,S138,,"Nevertheless, our study was insufficient in size and duration to reasonably assess complications, and the results do not demonstrate a benefit in complications."
PMC3321505,S139,,"No patients had overt bleeding, obstruction, or perforation."
PMC3321505,S140,,"Two patients in the HZT-501 arms (and none in the ibuprofen arms) had asymptomatic hemoglobin decreases >2.0â€‰g/dl, the level typically used in outcome trials as a clinically relevant hemoglobin drop (21,22), and a third had a 1.6â€‰g/dl decrease."
PMC3321505,S141,,"Chan et al. (22) recently showed that such hemoglobin drops are much more common than overt complications in patients taking an NSAID plus antisecretory therapy, and that a majority are probably of small intestinal origin."
PMC3321505,S142,,"Our patients with hemoglobin drops had gastric erosions noted, although no examination was performed to assess potential small intestinal injury."
PMC3321505,S143,,Very few patients were on antiplatelet agents other than low-dose aspirin so our study is unable to assess any potential interactions of famotidine with clopidogrel.
PMC3321505,S144,,"Famotidine, like ranitidine and unlike cimetidine, shows little or no interaction with the hepatic cytochrome P450 system (23)."
PMC3321505,S145,,"In summary, the combined results of two studies indicate that double-dose famotidine plus ibuprofen, given as a combination tablet, decreases endoscopic upper GI ulcers as compared with ibuprofen alone."
PMC3321505,S146,,"Use of a combination tablet theoretically should improve adherence to antisecretory therapy as compared with use of separate individual NSAID and antisecretory agents, but future studies will be necessary to prospectively study adherence and the effect on endoscopic or clinical outcomes."
PMC3321505,S147,,STUDY HIGHLIGHTS
PMC3321505,S148,,Back matter
PMC3321505,S149,,"We would like to thank the patients, investigators, and study personnel who made these trials possible."
PMC3321505,S150,,We also thank Dr Weinblatt for his review of the manuscript.
PMC3321505,S151,,"Guarantor of the article: Loren Laine, MD."
PMC3321505,S152,,"Specific author contributions: Planning and conducting study, analysis/interpretation of data, drafting and revision of the manuscript, approved the final draft submitted: Loren Laine; planning and conducting study, collecting data, interpretation of data, critical review of the manuscript, approved the final draft submitted: Alan J. Kivitz, Alfonso E. Bello, and Michael H. Schiff; analysis/interpretation of data, critical review of the manuscript, approved the final draft submitted: Amy Y. Grahn; analysis/interpretation of data; drafting and critical review of the manuscript, approved the final draft submitted: Ali S. Taha."
PMC3321505,S153,,Financial support: This study received funding and drugs from Horizon Pharma.
PMC3321505,S154,,The study was designed in collaboration between the sponsors and authors; the sponsor was responsible for collecting data; statistical analyses were performed by the sponsor under the direction of the sponsor and the authors; interpretation of the data and writing of the manuscript were performed by the authors.
PMC3321505,S155,,"Potential competing interests: Loren Laine is a consultant for Horizon Pharma, AstraZeneca, Eisai, and Logical Therapeutics; is on the Data Safety Monitoring Board for Merck, Bayer, and BMS."
PMC3321505,S156,,Alfonso E. Bello is a consultant for Horizon Pharma and Pfizer; is a speaker for Abbott and Amgen.
PMC3321505,S157,,Amy Y. Grahn is an employee of Horizon Pharma.
PMC3321505,S158,,Michael H. Schiff is a consultant for Horizon Pharma.
PMC3321505,S159,,Ali S. Taha is a consultant for Horizon Pharma and Astellas Pharma.
PMC3348565,S1,,Title
PMC3348565,S2,,Effect on the incidence of pneumonia of vitamin D supplementation by quarterly bolus dose to infants in Kabul: a randomised controlled superiority trial
PMC3348565,S3,,Summary
PMC3348565,S4,,Background
PMC3348565,S5,,"Vitamin D has a role in regulating immune function, and its deficiency is a suggested risk factor for childhood pneumonia."
PMC3348565,S6,,Our aim was to assess whether oral supplementation of vitamin D3 (cholecalciferol) will reduce the incidence and severity of pneumonia in a high-risk infant population.
PMC3348565,S7,,Methods
PMC3348565,S8,,"We did a randomised placebo-controlled trial to compare oral 100â€ˆ000 IU (2Â·5 mg) vitamin D3 with placebo given to children aged 1â€“11 months in Kabul, Afghanistan."
PMC3348565,S9,,Randomisation was by use of a computer-generated list.
PMC3348565,S10,,Vitamin D or placebo was given by fieldworkers once every 3 months for 18 months.
PMC3348565,S11,,Children presenting at the study hospital with signs of pneumonia had their diagnosis confirmed radiographically.
