CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,clean_sentence_text
9,PMC3420230,S96,16443,16570, The participant  s name randomisation number date dispensing added label part dispensing process
12a,PMC3002834,S93,11053,11184, Multiple group comparisons performed using ANOVA LSD post hoc testing non parametric data log transformed
6a,PMC3128457,S84,11260,11382, Clinical outcomes recorded hospital discharge 28 days randomisation death whichever occurred first
5,PMC4066691,S55,8988,9105, Salbutamol hydrofluoroalkane metered dose inhaler provided sponsor rescue medication use needed
4a,PMC5264229,S39,4309,4665, Patients 18  75 years old RA classified 1987 American College Rheumatology ACR classification criteria RA enrolled patients RA least 6  months least six tender joints six swollen joints erythrocyte sedimentation rate ESR C reactive protein required
0,PMC3641608,S50,8886,9127, The hypothesis clinically driven monitoring would result similar outcomes routine laboratory monitoring non inferiority four drug induction maintenance would greater efficacy would standard three drug ART
4a,PMC4066691,S63,9838,10042, Male female patients aged 18  75 years least 3 month history asthma time enrolment initial diagnosis asthma made age 40  years included study
3a,PMC3590447,S41,6033,6194, In randomised controlled trial patients recruited 37 45 renal units acute hospitals throughout UK obtained local ethical approval
12b,PMC5064025,S83,11948,12140, To compare treatment placebo conducted analysis covariance change baseline including glycemic status factor baseline covariate 3 12 months
12a,PMC4085478,S81,10887,11201, To avoid attrition bias handled incomplete data conservative manner patients premature treatment termination included final analyses last available data last observation carried forward LOCF possible LT 02 treatment effect rather reduced increased
6a,PMC3128457,S65,8526,8675, The depth C determined multiplying number slices haematoma visible slice interval thickness listed CT scan
12a,PMC3109952,S84,11824,11956, The primary analysis compared clearance rate plantar warts 12 weeks two randomised groups using test
6a,PMC5418559,S56,10036,10305, Secondary efficacy variables included composite CSBM responder rate abdominal pain responder rate responder rates individual abdominal symptoms including abdominal discomfort abdominal bloating abdominal fullness abdominal cramping
6a,PMC3109952,S62,8690,8786, The primary outcome complete clearance plantar warts 12 weeks randomisation
6a,PMC3551223,S63,9418,9557, At visit patients monitored adverse events vital signs laboratory tests eg blood counts transaminases cholesterol
0,PMC4770816,S66,9631,9720, We identified clinical events review general practice record 12 months
12a,PMC4215282,S101,15087,15192, To assess precision model fitting bootstrap simulation performed using 1000 iterations
5,PMC3489506,S62,8191,8309, Children wore actigraph continuously registration randomisation 12th week randomisation
12b,PMC3623038,S76,10085,10176, Numerical safety data randomised patients assessed analysis variance
6a,PMC5009486,S72,10833,10901, On Day 14 post dose time points assessed 12  h post dose
6a,PMC3103669,S64,9855,9957, Efficacy safety analyses performed patients completed study 24 weeks
6a,PMC5529963,S77,10025,10296, The ESR instrumental settings centre field B0 3495  G field sweep width 10  G microwave frequency 9 75  GHz microwave power 19 91  mW magnetic field modulation frequency 86 00  kHz modulation amplitude 2 60  G conversion time 10 24  ms number x scans 1020 9
6a,PMC4797126,S81,13043,13279, Specific IgE measured following allergens cat house dust mite HDM Dermatophagoides farinae HDM Dermatophagoides pteronyssinus ragweed aspergillus timothy grass bermuda grass oak birch plantain orchard grass
4a,PMC3391717,S43,5278,5409, For patients normal CT scan xanthochromia cerebrospinal fluid proof aneurysm prerequisite inclusion
4b,PMC3128457,S45,5878,5957, Study settings  Patients recruited 10 hospitals India Colombia
6a,PMC4515982,S79,10587,10722, At 6 month study end dropout visit patient also underwent complete haematological examinations ALSAQ 40 assessment
0,PMC4066691,S44,7080,7128, All patients provided written informed consent
12a,PMC3028347,S95,15341,15521, We assessed efficacy intention to treat sample randomly assigned participants using multiple imputation model missing data missing at random assumption
6a,PMC4145444,S70,8740,8859, All radiographs scored independently two authors TDT PRF mean score used analysis
6a,PMC3502035,S77,14175,14419, The primary endpoint percentage participants achieved individualised blood pressure target according national guidelines6 26 weeks follow up using last recorded blood pressure intention treat analyses
10,PMC3391717,S54,6429,6517, The randomisation key kept pharmacy University Medical Center Utrecht
12a,PMC3128457,S122,15853,16189, We conducted logistic regression analysis dependency defined modified Oxford handicap scale outcome haemorrhage growth main exposure variable adjustment potential confounders initial haemorrhage volume Glasgow coma scale age time injury computed tomography treatment
6a,PMC3002834,S83,10214,10337, In brief EPC outgrowth medium placed mechanically scratched confluent human microvascular endothelial cell layer
0,PMC3502035,S72,13494,13639, Typically consultations lasted 10 15 minutes 60 minutes total addition time taken clinical profiling baseline
6a,PMC5064025,S63,9241,9506, For carotid imaging bilateral 4 channel carotid array Machnet B V Roden Netherlands used Siemens scanners equivalent multi channel 4 8 phased array carotid coil Shanghai Medical Shanghai China used Philips scanners
9,PMC5418559,S75,13347,13460, The packaging labeling study drug kits based separate drug packaging randomization schedule
0,PMC3348565,S60,7851,8156, Thumbprint signature consent obtained child s parents mother father Kabul another family member responsible child home child met study criteria either parent read Dari consent form explained fieldworker
7a,PMC3944682,S87,13243,13314, We assumed standard deviation 1 1 primary outcome 11 13 15
6a,PMC3070271,S47,5938,6037, The primary objective demonstrate higher proportion responders group 1 group 2
0,PMC3420230,S104,17801,18243, To avoid over interpretation results carried two online surveys www surveymonkey com unblinding trial determine reduction score visual analogue scale would clinically meaningful difference among clinicians involved treating women intrahepatic cholestasis pregnancy among women previously experienced condition full questions given supplementary appendix 1
12b,PMC3944682,S96,14802,14984, We used analysis covariance factorial study main continuous outcomes controlling stratification analgesic steam strategies confounders appropriate
0,PMC5064025,S47,6909,7000, All participants provided written informed consent undertaking study procedures
12b,PMC3002766,S80,12573,12694, Placebo corrected changes baseline RR HRs Cox modelling reported 95 CIs appropriate
8b,PMC4392313,S52,7168,7320, Patients stratified randomisation age 52 vs mean arterial blood pressure 93 3 vs CRP 1 66 vs
5,PMC4902320,S50,6769,6921, Patients usual care group received perioperative care including anemia management provided primary care physician surgical home team
6a,PMC3002766,S66,9485,9734, To verify effect treatment would vary substantially across relevant baseline subgroups number new DUs week 24 additionally analysed subgroups based predefined baseline factors associated disease severity
4b,PMC3266479,S37,3869,4045, We undertook multicentre pragmatic double blind placebo controlled parallel group randomised trial 46 UK intensive care units December 2006 March 2010
4a,PMC5009486,S45,6473,6954, Key lung function criteria inclusion pre post short acting bronchodilator ipratropium bromide Atrovent  HFA forced expiratory volume 1  s FEV1 forced vital capacity FVC ratio 0 7 post bronchodilator FEV1    30  80  predicted value screening Visit 1 pre bronchodilator FEV1  80  randomization Visit 2 calculated using Third National Health Nutrition Examination Survey NHANES III reference equations 12
4a,PMC4145439,S59,7186,7387, Eligible patients tender joint count TJC assessment 68 joints swollen joint count SJC assessment 66 joints CRP times upper limit normal ULN ESR 28  mm h
5,PMC4902320,S41,5284,5415, We randomly allocated participants 1 1 either perioperative intravenous IV iron administration intervention usual care
5,PMC3668094,S34,4729,4968, This prospective multicentre double blinded randomised trial standard dose oseltamivir 75 mg twice day paediatric equivalent versus double dose 150 mg twice day paediatric equivalent treating severe influenza
6a,PMC3502035,S71,13161,13493, Those allocated intervention arm followed intensive stepped programme management mandatory visits doctor weeks 6 10 14 18 randomisation review blood pressure adjust treatment needed according prespecified algorithms see appendix II supplementary file
0,PMC3018567,S66,10175,10285, Children also attended study clinic unwell doctors diagnosed treated recorded illnesses
6a,PMC4893154,S49,7543,7641, Samples  were prepared using protein precipitation reagent containing deuterated cholecalciferol
0,PMC3018567,S102,16407,16545, Incidence tuberculosis measles expected low 18 therefore large differences incidence would detected
10,PMC3076731,S51,6911,7116, Girls karyotypes tested concentrations gonadotrophin releasing hormone randomised randomisation 2 peak follicle stimulating hormone concentration 30 U L
4b,PMC3018567,S47,6872,6972, Briefly study area Entebbe Municipality Katabi subcounty beside Lake Victoria Uganda
0,PMC3002766,S69,10945,11169, Patients evaluated randomisation baseline every 4 weeks treatment premature withdrawal week 24 applicable 12 weeks healing cardinal ulcer DUs assessed study visit
0,PMC3018567,S108,17468,17574, Cytokine antibody responses showed skewed distributions disproportionate numbers zero values
8b,PMC3489506,S50,6614,6822, The trial statistician generated randomisation lists Stata release 9 College Station TX 1 1 ratio using block randomisation random variable block lengths two four stratified centre
6a,PMC3266479,S56,6802,6899, We used APACHE II score calculate mortality risk used subgroup analysis
6a,PMC3623038,S57,7770,7871, All assessments performed 90 day course study medication afterwards
6a,PMC5033259,S60,9238,9364, First scanning sessions T1 weighted magnetization prepared rapid gradient echo structural MRI acquired
0,PMC4515982,S67,8760,8980, Blood parameters emailed coordinating unit trained person readily alerted treating neurologist decision administer delay treatment based safety protocol parameters see
6a,PMC3391717,S71,8804,8997, Secondary outcome measures symptoms modified Rankin Scale score 0 3 months haemorrhage difference distribution scores modified Rankin Scale
6a,PMC4469977,S74,10453,10574, For participants whose pyoderma gangrenosum healed assessed recurrence time recurrence medical notes
0,PMC4392313,S70,9194,9432, Commercial assays used measure cholesterol triglycerides apolipoproteins A1 B ApoA1 ApoB CRP high sensitivity assay ESR assays conducted facilitated Covance Laboratories Greenfield Indiana USA
6a,PMC3128457,S52,6661,6879, Readings two scans done twice second reading blind results first reading central reading electronic DICOM image files Digital Jacket software DesAcc Chicago IL USA
7a,PMC3623038,S69,9288,9582, Next basis coefficient 0 4 correlation baseline measurement end of study measurement covariance analysis ii low dropout rate iii replacement dropouts calculated required sample size 14 patients per group
3a,PMC3551223,S41,5523,5743, This report covers planned analysis first 24 weeks including primary endpoint on going 2 year double blind placebo controlled parallel group clinical trial NCT00810199 EudraCT 2008 001847 20
0,PMC3076731,S43,5547,5653, Withdrawn 12 years age randomised randomisation 1 oxandrolone placebo
12b,PMC5264229,S96,12026,12147, PK parameters calculated non compartmental analyses WinNonlin V 5 2 Pharsight Mountain View California USA
6a,PMC3266479,S55,6491,6801, We obtained acute physiology chronic health evaluation II APACHE II scores Intensive Care National Audit Research Centre ICNARC sites n 36 participate ICNARC s Case Mix Programme non participating sites ten obtained data necessary calculation scores
6a,PMC5064025,S60,8735,8857, The imaging procedure comprised measures aortic wall area distensibility well carotid wall area bilaterally
4b,PMC3348565,S51,6382,6503, The children enrolled study largely came five 18 socioeconomically deprived inner city districts
12a,PMC3070271,S89,11889,11950, The R statistical software used statistical analysis
0,PMC3420230,S85,15010,15158, The participant asked adherence treatment use drugs adverse events completed visual analogue scale itching
12a,PMC4515982,S99,13851,14121, Time randomisation death tracheotomy 23  h NIV daily 14 consecutive days analysed terms annualised rate corresponding 95 CI p value using test one degree freedom rate comparison based Poisson regression
5,PMC3016167,S112,15635,15696, Before discharge participants immunised tetanus
11a,PMC4515982,S68,8981,9173, Patients treating neurologists access data blood parameters whereas laboratory personnel access data allowing identification patient
12b,PMC4797126,S92,14673,14923, The rates asthma exacerbations compared study groups using Poisson regression overdispersion model including terms periostin status 50 number prior exacerbations 1 1 IgE level 200
5,PMC3551223,S56,8393,8605, Oral corticosteroids mg day prednisone equivalent non steroidal anti inflammatory drugs permitted long doses stable least 25 28 days start study treatment
4a,PMC5418559,S46,6877,7278, In addition patients colonoscopy within past 10 years 50 years age presence unexplained warning symptoms e g lower gastrointestinal bleeding iron deficiency anemia clinically significant weight loss systemic signs infection colitis agree use appropriate methods contraception surgically sterile post menopausal
12a,PMC4392313,S89,12049,12354, Primary end points study analysed based normal distribution however baseline values several laboratory assessments study demonstrated non normal distributions values exploratory serum analytes presented medians median percentage changes baseline
5,PMC4621368,S48,7153,7388, The study drug administered patient central venous cannula period 30 min The intravenous infusion started first skin incision completed least 20 min cardiopulmonary bypass commenced
6a,PMC3420230,S103,17573,17800, For ursodeoxycholic acid comparison primary outcome itch mother measured arithmetic mean post randomisation measures worst itch previous 24 hours assessed visual analogue scale
7a,PMC5009486,S83,12477,12655, The 100 mL difference selected grounds minimum clinically important difference defined change FEV1 perceived patient 15
4b,PMC3623038,S30,3600,3835, Consecutive patients diagnosed according Gibb s criteria9 monitored Lille University Hospital s PD clinic invited participate study CM AD LD DD required number participants obtained
8b,PMC4797126,S48,6497,6763, Randomization stratified based serum periostin level 50  ng mL exacerbation history number exacerbations 1 1 requiring use systemic corticosteroids prior 18  months IgE level 75  200  IU mL 200  IU mL country
0,PMC4145439,S82,10186,10317, Blood samples determination plasma OKZ TCZ anti OKZ antibodies collected baseline subsequent visit
0,PMC3016167,S102,14044,14263, Studies conducted different times show antivenom potent 1 mL reconstituted anti scorpion venom serum neutralised 1 2 mg Indian red scorpion venom intravenous route vivo study mice 35
12a,PMC5033259,S69,11080,11236, A general linear model constructed subject using onsets food nonfood image blocks realignment parameters six dimensions
5,PMC3018567,S64,9810,9966, Stool samples obtained delivery assess effectiveness anthelmintic treatment thereafter mothers received praziquantel albendazole
5,PMC3420230,S80,14343,14487, Obstetricians permitted induce participants expectant management group 40 0 weeks  gestation clinical needs dictated
7a,PMC4902320,S70,9132,9212, To account possible dropouts intended include 134 patients per group
0,PMC4085478,S74,10189,10278, The central ethics committees approved study protocol participating countries
12b,PMC3668094,S77,10841,10932, The Breslow Day test used test heterogeneity results study sites
3b,PMC3076731,S64,8975,9124, In 2008 decision taken terminate treatment arm forthwith resulting eight participants stopping oxandrolone treatment prematurely
6a,PMC4770816,S65,9442,9622, For systolic blood pressure also calculated means readings 2 6 5 6 look differential effects regard habituation blood pressure measurement
0,PMC4797126,S87,13951,13970, Statistical methods
12a,PMC3028347,S98,15874,15983, Starting first 200 iterations data sampled 50 iterations successive imputations
6a,PMC4066691,S70,11333,11542, All end points determined end 4 week treatment period Visits 3  6 analysed response defined change study baseline pre treatment value measured Visit 2 evening
4a,PMC4797126,S60,9297,9700, Patients excluded study asthma exacerbation requiring systemic steroids 30  days prior screening screening randomization 20  relative change FEV1 screening randomization pre existing active lung disease asthma infections elevated IgE levels reasons allergy former current smokers
0,PMC4515982,S70,9244,9408, Finally designed study reasoned patients treated rhEPO could higher risk treatment delay defined safety protocol
6a,PMC4213545,S52,8413,8666, Secondary efficacy parameters change baseline St George  s Respiratory Questionnaire SGRQ total score week 24 FDC versus placebo improvement Transition Dyspnea Index TDI focal score week 24 FDC versus placebo
5,PMC4902320,S49,6636,6768, Blood loss measured accurately possible recording suction bottle volume weighing packs end operation
6a,PMC3502035,S68,12385,12810, For assigned usual care asked general practitioners follow usual pattern clinic visits treatment strategies restriction prescribed drugs achieve individualised blood pressure target prevention targets identified run in phase mandatory study visits weeks 6 typically brief 10 15 minute consultation 26 final comprehensive evaluation
12a,PMC5529963,S103,13552,13686, An additional multilevel logistic regression analysis conducted R confirm results see online supplementary appendix 2
4a,PMC4215282,S43,6066,6273, Patients treated time certain immunosuppressive cyclophosphamide mitoxantrone cladribine lymphocyte depleting biological agents alemtuzumab rituximab excluded study
5,PMC3016167,S109,15303,15396, Dehydration owing vomiting sweating corrected intravenous crystalloid solution
0,PMC4066691,S166,25065,25092, Additional file 1 Table S1
8b,PMC5064025,S55,8283,8440, Patient groups assigned centrally according validated computer generated randomization code stratified according glycemic status T2DM IGT
0,PMC3018567,S115,18215,18479, Disease episodes within 14 days initial presentation disease regarded part episode excluded analysis time risk adjusted accordingly excluding 14 day periods total person time denominator
0,PMC4469977,S44,5573,5712, Patients suitable topical treatment entered parallel observational study results reported separately
0,PMC4085478,S68,9532,9596, Patients could discontinue study time without reason
0,PMC3028347,S85,13912,13971, We used tally returned capsules assess adherence
6a,PMC3756454,S56,8716,8988, Plasma TNF   IL 6 concentrations determined described previously18 using ELISA Quantikine human TNF IL 6 immunoassays R D Systems Dako A S respectively fibrinolytic activities using photometric method Coatest t PA PAI 1 Chomogenix AB
8a,PMC3016167,S58,7662,7728, This process reproduced using seed 22491 6 March 2009
6a,PMC3348565,S80,12014,12253, We defined clinical pneumonia history cough plus increased respiratory rate age chest in drawing danger sign ie drinking breastfeeding convulsion vomiting lethargic unconscious stridor calm child
12a,PMC4431679,S77,11665,11733, We present risk ratios odds ratios 95 confidence intervals
0,PMC3028347,S111,17806,18119, The intramural research programs NICHD National Institute Diabetes Digestive Kidney Diseases NIDDK NIH National Center Minority Health Health Disparities NCMHD NIH funded study role study design data accrual data analysis manuscript preparation
6a,PMC5529963,S61,7681,7790, Blood pressure measured triplicate HEM 705CP Omron average readings calculated
4a,PMC4469977,S53,6640,6757, Participants aged 18 years diagnosis pyoderma gangrenosum made recruiting dermatologist
6a,PMC3028347,S71,11606,11790, Whole body glucose uptake metabolic rate M defined infusion rate exogenous glucose administered corrected urinary glucose losses glucose space correction
6a,PMC4066691,S76,12412,12496, Spirometric lung function tests conducted in clinic visits Visits 1  6
6a,PMC5009486,S74,11019,11180, Blood samples taken pre post dose Days 1 14 treatment period perform laboratory assessments including hematology blood chemistry
4a,PMC3016167,S74,9453,9628, Mesobuthus tamulus sting confirmed victim bystander seen red scorpion brought killed specimen recognised hospital  s preserved specimen
5,PMC4215282,S60,8971,9052, Patients randomised placebo mock up titrated days 8 15 figure 1
6a,PMC4621368,S59,8677,8779, Each patient underwent cardiac MRI twice within 6  weeks surgery 5  days surgery
7a,PMC4902320,S71,9213,9318, The power calculation performed using nQuery Advisor Version 7 0 Statistical Solutions Saugus MA
10,PMC3420230,S75,13539,13731, Sequentially numbered containers sent clinical trial  s pharmacist centre start trial packs kept pharmacy distribution participant
6a,PMC4797126,S64,10181,10386, The diary also used determine proportion patients nighttime awakenings due asthma symptoms proportion patients fewer 2  days SABA use per week Week 36
6a,PMC3070271,S59,7264,7396, Glycosylated ferritin determined according method Worwood et al 11 minor modifications previously described 12
12a,PMC4902320,S75,9734,9826, Statistical analysis performed using SPSS software version 17 0 SPSS Inc Chicago IL
5,PMC3128457,S48,6148,6363, Participants randomly allocated receive loading dose 1 g tranexamic acid infused 10 minutes followed intravenous infusion 1 g eight hours matching placebo sodium chloride 0 9
6a,PMC3002834,S59,6688,6924, Long term 52  week effects EPO assessed subgroup EPO treated patients allowed increase haemoglobin Hb levels 8 5  mmol l men 8 3  mmol l women n 13 non EPO treated group n 13
3a,PMC3036630,S51,6512,6653, The study cross sectional design two studies days comprising randomized challenges hypertonic saline mannitol figure 1
4a,PMC3103669,S49,7098,7473, Inclusion criteria age 18  80 years diagnosis gouty arthritis defined American College Rheumatology 1977 preliminary criteria 29 least two gouty arthritis flares previous year body mass index BMI kg m2 willingness initiate allopurinol treatment initiated allopurinol treatment within 1 month screening
0,PMC3128457,S102,13641,13768, Tranexamic acid manufactured Pharmacia Pfizer Sandwich UK placebo St Mary  s Pharmaceutical Unit Cardiff UK
0,PMC4515982,S75,10050,10119, Randomisation performed within 15  days screening visit
5,PMC4770816,S51,7088,7184, The target standard arm less 140 mm Hg irrespective baseline blood pressure
0,PMC3590447,S67,10203,10292, The trial formally analysed 3 years patients begun treatment
5,PMC3242163,S35,4858,5028, Participants advised discuss doctors light results whether non trial statin treatment prescribed study treatment stopped
0,PMC5099201,S44,6302,6424, This study approved ethics committee site conducted accordance Declaration Helsinki
7a,PMC3386495,S93,15364,15474, The sample size re estimated 2007 basis event rates treatment groups combined 3100
11b,PMC3420230,S92,15865,16123, Women first comparison randomised ursodeoxycholic acid 250 mg dose Ursofalk Dr Falk Pharma Buckinghamshire placebo capsules Dr Falk Pharma identical appearance taste study drug white opaque hard gelatin capsule
6a,PMC3002834,S80,9837,10004, Conditioned medium stored functional experiments cultured EPC detached trypsin cell scraping automatically counted using haemocytometer
12a,PMC3420230,S140,24550,24657, Analyses done statistical package Stata version 11 1 later StataCorp College Station TX
5,PMC3668094,S45,6478,6728, The doses 75 mg 150 mg twice daily aged weighing 40 kg 60 mg 120 mg twice daily weighing 23 40 kg 45 mg 90 mg twice daily weighing 15 23 kg 30 mg 60 mg twice daily weighing kg
12a,PMC3036630,S83,9827,9972, The relationship AHR mannitol RDR markers airway inflammation analyzed using Pearson s correlation coefficient rp
6a,PMC5009486,S80,11787,12289, The key secondary endpoints time onset action improvement baseline FEV1 Day 1 peak change baseline FEV1 Days 1 7 14 change baseline morning pre dose trough FEV1 Days 7 14 change baseline 12 h post dose trough FEV1 Day 14 peak change baseline IC Days 1 7 14 mean change baseline morning pre dose trough IC Days 7 14 proportion patients achieving improvement FEV1 Day 1
12b,PMC4392313,S86,11518,11667, All exploratory end points summarised ITT population observed cases without imputation missing data excluding escape data
0,PMC5064025,S71,10315,10386, A data monitoring committee oversaw subject safety ongoing basis
12a,PMC4515982,S100,14122,14218, The Kaplan Meier method used obtain survival curves corresponding log rank test
5,PMC3590447,S61,9321,9425, During months 2 4 6 patients received oral chlorambucil starting dose 0  15 mg kg per day
0,PMC3266479,S43,5205,5361, All surviving patients informed trial earliest opportunity regaining competence consent continue trial sought
6a,PMC5064025,S70,10117,10314, Monitoring vital signs electrocardiogram standard hematology biochemistry including measurement lipoproteins liver function creatine kinase conducted throughout study
6a,PMC4145439,S70,8873,9038, Safety assessments included measurement vital signs laboratory parameters well recording treatment emergent adverse events TEAEs serious TEAEs
12b,PMC5033259,S78,12551,12661, Effect sizes contrasts correlated changes BMI caloric intake using Pearson correlations
0,PMC4431679,S45,5827,6069, We defined microbiologically documented MRSA infections using predefined criteria adapted surveillance definitions healthcare associated infections 26 plus isolation MRSA sterile sample source infection
12b,PMC4770816,S77,11026,11200, We compared number consultations treatment changes side effects using generalised mixed modelling adjusting variables primary outcome
6a,PMC3386495,S84,13809,13908, Non responders contacted telephone follow up data obtained telephone interview
0,PMC3623038,S63,8397,8523, The study s Data Safety Monitoring Board examined adverse event reports periodically blinding code broken
0,PMC4621368,S51,7554,7720, Surgical approach via median sternotomy cardiopulmonary bypass started heparin administration non pulsatile flow membrane oxygenator
6a,PMC3103669,S63,9769,9854, A preplanned interim analysis performed 200 patients completed 16 weeks
6a,PMC5529963,S63,7921,8190, Full blood count lipid glucose level measurements made standard biochemistry assays C reactive protein CRP measured immunoturbidimetric high sensitivity assay Tina quant assay performed Cobas Integra analyzer Roche Diagnostics
5,PMC3018567,S63,9456,9809, After enrolment women continued receive standard antenatal care including haematinics tetanus immunisation intermittent presumptive treatment malaria twice first trimester pregnancy women HIV offered intrapartum neonatal single dose nevirapine prevention mother to child vertical HIV transmission 22
5,PMC3348565,S69,9762,9933, The syringes containing vitamin D placebo stored conditions recommended manufacturer  a dry cool environment  between 2 24 weeks administration
4a,PMC5099201,S42,6093,6185, Patients taking prednisolone equivalent dose 10  mg day excluded
6a,PMC4145444,S64,8032,8128, Serum calcium phosphorus alkaline phosphatase albumin measured standard methods
6a,PMC4621368,S55,8059,8295, Plasma cardiac troponin I cTnI concentrations measured ARCHITECTSTAT troponin I assay ARCHITECTSTAT high sensitive troponin I assay Abbott Laboratories Abbott Park Illinois USA validated institution 16 17
11a,PMC4515982,S71,9409,9626, Therefore randomisation centre generated list placebo patients randomly assigned 1  week treatment delay balanced number patients allocated rhEPO treatment needing true delay centre
0,PMC3016167,S52,6842,7005, The study design approved independent ethics committee BYL Medical College Mumbai IEC 08 39 participants provided written informed consent
0,PMC5264229,S58,7013,7097, All patients gave formal written informed consent participating study
6a,PMC3076731,S73,10093,10290, Secondary outcomes maximum height recently available height age attaining final height three summary growth parameters SITAR analysis described
12a,PMC3028347,S101,16316,16470, We combined coefficients analyses 20 imputed datasets single set estimates according Rubin  s rules scalar estimands
6a,PMC5033259,S66,10513,10706, Blocks consisted 5 images image shown 3 15 total block 10 fixation rest blocks 16 blocks shown 5 runs
8a,PMC3028347,S50,7315,7585, The CRC Pharmaceutical Development Section used permuted blocks stratification generate allocations translated code numbers study group assignments using pseudo random number program prepared identically appearing placebo metformin U S P
4a,PMC3623038,S33,4084,4305, The main inclusion criterion presence severe gait disorder defined score UPDRS part III item 29 abnormal forward leaning stance score item 28 despite optimal L dopa treatment
0,PMC3348565,S102,15899,15976, We analysed repeat episodes accounting clustering within individuals
0,PMC3076731,S45,5752,5904, 12 years age randomised randomisation 1 oxandrolone placebo randomisation 2 oestrogen treatment needed
8b,PMC3018567,S57,8718,8851, The randomisation code generated trial statistician computer generated random number sequence block size 100
0,PMC3242163,S56,9183,9385, Analyses presented outcomes eg site specific cancer cerebral haemorrhage prespecified in trial period whereas eg cancer incidence year
12a,PMC5264229,S84,10222,10322, In addition missing data occurred patients assumed ACR20 non responders FAS
0,PMC3502035,S81,15316,15611, Several secondary endpoints subject future expanded reports including changes quality life depression self care behaviours evidence end organ damage including electrocardiographic evidence left ventricular hypertrophy newly detected proteinuria
0,PMC3028347,S107,17472,17570, Because models yielded similar results primary efficacy model presented
0,PMC5064025,S91,13167,13315, The trial design endpoints statistical analyses largely derived academic investigators  previously published studies 19 23 24
7a,PMC3028347,S91,14743,14838, Participant accrual set 100 participants allow much 40 loss follow up 46
0,PMC3128457,S113,14859,14926, In analysis mass effect adjusted initial mass effect
4b,PMC5264229,S56,6789,6864, The study conducted 73 centres 11 countries Europe Asia
0,PMC5529963,S42,5199,5350, Healthy controls CV risk factors history clinical examination laboratory tests matched patients RA age gender
8b,PMC3944682,S41,6225,6424, These factors antipyretic regimens ibuprofen paracetamol combined regular antipyretic versus required  dosing steam inhalation advice versus advice inhale steam
7a,PMC4770816,S71,10128,10426, We estimated sample size 305 patients group would detect 5 mm Hg difference systolic blood pressure groups 90 power significance level 5 assuming standard deviation 17 5 mm Hg 10 loss follow up 5 mortality 10 major vascular events 5 7
0,PMC4066691,S167,25103,25213, Adjusted mean differences lung function ACQ 7 score tiotropium Respimat  placebo Respimat 
4b,PMC3348565,S49,6126,6351, Between Nov 4 Dec 4 2008 community based randomised placebo controlled superiority trial Kabul Afghanistan within catchment area Maiwand Teaching Hospital serves inner city population
0,PMC3348565,S54,6944,7101, 20 pairs female fieldworkers visited every home starting streets closest hospital radiating reached required sample size
4a,PMC3242163,S33,4409,4624, Briefly July 1994 May 1997 20  536 men women aged 40  80 years increased risk vascular events randomly allocated receive 40 mg simvastatin daily matching placebo
7a,PMC3420230,S122,21294,21530, After decision analyse initial phase alone unblinding undertook sample size calculation based new primary outcome measure maternal itch score clinically meaningful difference determined
0,PMC3321505,S53,9499,9779, With approach first null hypothesis accepted i e P  0 05 cause immediate acceptance subsequent null hypotheses sequence subsequent comparisons considered significantly different statistical comparison performed
12a,PMC3420230,S130,22708,22865, Mode delivery expressed perinatal outcome owing inclusion twin pregnancies mode delivery may different one twin
12a,PMC3502035,S96,17880,18106, Change systolic diastolic blood pressure baseline 26 weeks analysed analysis covariance treatment group stratification status factors mean baseline blood pressure covariate
6b,PMC3420230,S101,17294,17531, Once decision fund main trial known full statistical analysis plan prepared prespecified primary secondary outcome measures uploaded onto trials website date amendment logged
0,PMC4469977,S42,5409,5452, Participants gave written informed consent
6a,PMC3076731,S72,9974,10092, The primary outcome final height defined height velocity less 1 cm year bone age least 15 5 years
6a,PMC3018567,S78,11939,12077, Total serum measles specific IgG measured ELISA Dade Behring Siemens Eschborn Germany according manufacturer s protocol
3a,PMC3016167,S49,6415,6652, This randomised 1 1 allocation ratio parallel group open label controlled trial conducted Bawaskar Hospital Mahad region India population 20  000 situated 180 km south Mumbai Mumbai Goa highway
0,PMC3128457,S126,16468,16603, The Writing Committee full access data study final responsibility decision submit publication
6a,PMC4215282,S80,11573,11646, Adverse events AEs serious AEs SAEs collected visit
12a,PMC4145439,S74,9289,9370, DAS28 CRP analysed using mixed effects model repeated measures MMRM
6a,PMC3109952,S65,8977,9063, The photographs assessed two assessors blind treatment allocation
0,PMC3420230,S144,24910,25009, The trial reported accordance consolidated standards reporting trials guidelines
4b,PMC5418559,S39,5583,5818, This multicenter phase 2 randomized double blind placebo controlled study conducted 79 sites USA ClinicalTrials gov identifier NCT01923428 August 2013 October 2014 last patient last visit July 2014
12a,PMC4145444,S74,9568,9767, A paired t test used compare values continuous normally distributed variables baseline values unpaired t test used compare values continuous variables groups
6a,PMC3386495,S85,13909,14084, In Italy Austria follow ups done telephone interviews clinician masked treatment allocation highly experienced outcome assessment
6a,PMC3109952,S67,9180,9232, Any discrepancies referred third assessor
0,PMC3386495,S62,9529,9844, Additionally centres asked pretrial experience thrombolysis treatment stroke centre joining trial protocol open label use rt PA treated least three people 12 months joining trial centre classed experienced
5,PMC3489506,S46,6254,6347, There maximum three dose increments 0 5 mg 2 mg 6 mg maximum 12 mg
