CONSORT_Item,PMCID,sentence_id,clean_sentence_text
8b,PMC3944682,S40, Each group randomised 12 subgroups according three factors
8b,PMC3944682,S41, These factors antipyretic regimens ibuprofen paracetamol combined regular antipyretic versus required   dosing steam inhalation advice versus advice inhale steam
0,PMC3944682,S42, The web figure uses example group prescription illustrate randomisation process
3b,PMC3944682,S43, During trial January 2011 strategy antibiotic prescription added randomised comparison bringing total number randomised groups five fig 1
0,PMC3944682,S46, We chose factorial design analgesic steam components deal management symptoms antibiotic component particularly deal antibiotic use beliefs antibiotics
0,PMC3944682,S47, The factorial design efficient assessing multiple interventions also provides better control symptomatic advice regarding analgesia steam could plausibly affect symptom control antibiotic groups
0,PMC3944682,S48, A non randomised immediate prescription group chosen allow patients enter study provide two important opportunities
0,PMC3944682,S49, Firstly observe often immediate antibiotics thought necessary clinicians secondly able compare patient outcomes prescribed prescribed antibiotics
3b,PMC3944682,S50, During study became clear systematic reviews delayed prescribing might result higher antibiotic use initial prescription 8
3b,PMC3944682,S51, We therefore added prescription group facilitate interpretation effect delayed prescription compared alternatives strategies particularly delayed prescription groups current study higher antibiotic use previous studies
8a,PMC3944682,S53, A statistician independent study team coordinated randomisation using computer generated random numbers
10,PMC3944682,S53, A statistician independent study team coordinated randomisation using computer generated random numbers
10,PMC3944682,S54, If doctor thought immediate antibiotics definitely required prescribed antibiotics otherwise patients randomised one four methods delayed antibiotic prescribing
10,PMC3944682,S55, We assessed evidence subversion randomisation monitoring order use envelopes evidence selective envelope use baseline table showed groups well balanced
0,PMC3944682,S56, A key concern complex pragmatic factorial trials keeping logistics simple avoiding errors point intervention delivery
9,PMC3944682,S57, We made simple execute randomisation delivery health professional took next pack shelf contained pre randomised advice sheets requirement  and hence error  in finding using correct advice sheets
0,PMC3944682,S58, With careful attention practitioner equipoise method randomisation different advice strategies proved successful previous trials 11 13 14
0,PMC3944682,S59, There evidence subversion current study  either selective envelope use bias patient characteristics
4a,PMC3944682,S61, The study included patients aged 3 years presenting health professional general practitioner nurse
4a,PMC3944682,S62, Patients present general practice setting respiratory tract infection diagnosed health professional acute cold influenza sore throat otitis media sinusitis croup lower respiratory tract infection
0,PMC3944682,S63, Patient parental written consent given
4a,PMC3944682,S64, Patients excluded asthmatic unless ibuprofen aspirin previously provided problems active previous peptic ulceration hypersensitive analgesics unable complete outcome measures example visually impaired psychosis severely depressed
4a,PMC3944682,S65, Exclusion also applied patients required hospital admission example meningitis severe pneumonia epiglottitis Kawasaki disease known immune deficiency pregnant breastfeeding
6a,PMC3944682,S67, The primary outcome symptom severity measured end day days 2 4 two week symptom diary days 2 4 symptoms respiratory infections worst11 14
0,PMC3944682,S68, We chose symptom severity key outcome recent systematic review documented worse symptom control delayed prescription 8
6a,PMC3944682,S69, The diary completed patients children symptoms returned normal
6a,PMC3944682,S70, It used previously validated formats11 15 rating symptoms 0 no problem 6 as bad could
6a,PMC3944682,S71, Symptoms included feeling generally unwell sleep disturbance fever interference normal activities sore throat cough short breath facial sinus pain earache runny blocked nose
6a,PMC3944682,S72, Symptom resolution secondary outcome duration differs according particular respiratory infection 7
6a,PMC3944682,S73, Patients telephoned days 2 3 check problems diary completion
5,PMC3944682,S74, If diary received two weeks one mailed reminder sent phone call made necessary document key outcomes using brief questionnaire  which shown reliable 13
0,PMC3944682,S75, Secondary outcomes
6a,PMC3944682,S76, Any antibiotic use 14 days recruitment documented diary brief questionnaire
6a,PMC3944682,S77, Side effects rash diarrhoea vomiting abdominal pain documented diary
6a,PMC3944682,S78, Mean temperature readings morning evening using tempadot thermometers orally possible
6a,PMC3944682,S79, Duration symptoms rated moderately bad worse
6a,PMC3944682,S80, Return new worsening symptoms complications intervention  that patient returning symptom diagnosis respiratory tract infection recorded using structured proforma member research team
6a,PMC3944682,S81, Complications defined new consultation documented notes within one month otitis media sinusitis pneumonia quinsy cervical adenitis meningitis septicaemia
6a,PMC3944682,S82, Belief effectiveness antibiotics satisfaction measured main diary using previously developed questions13
6a,PMC3944682,S83, General practitioners asked complete non recruitment logs questionnaire end study documenting common reasons non recruitment eligible patients eligible patients declined
7a,PMC3944682,S85, We calculated sample size based value 0 05 value 0 2 using NQuery program multiple group sample sizes
7a,PMC3944682,S86, There two elements calculation firstly symptom control primary outcome secondly antibiotic use
7a,PMC3944682,S87, We assumed standard deviation 1 1 primary outcome 11 13 15
7a,PMC3944682,S88, Assuming one analgesic group symptom control 0 5 standard deviations better one groups moderate effect size 228 patients needed allow 12 groups 80 follow up 504 patients 0 33 standard deviations
7a,PMC3944682,S89, This effect size equivalent one three people rating symptoms mild rather moderate agreed modest effect size trial steering committee Medical Research Council funded trial prescribing strategies acute cough11
6a,PMC3944682,S90, For antibiotic outcome antibiotic strategies key outcome component study compared difference antibiotic use delayed strategies antibiotic prescription
7a,PMC3944682,S91, Seventy two patients per group 450 total needed groups prescription delayed prescription allowing 20 loss follow up
7a,PMC3944682,S92, These numbers also assumed 15 use antibiotics antibiotic group 20 35 use delayed prescription groups 20 25 35 35 recontact post date collection patient led respectively
7a,PMC3944682,S93, We estimated 72 patients per group would provide 80 power detect difference 0 5 standard deviations symptom control delayed prescription groups prescription group
12a,PMC3944682,S95, We performed analysis randomised groups secondary analysis included non randomised immediate group
12a,PMC3944682,S96, We used analysis covariance factorial study main continuous outcomes controlling stratification analgesic steam strategies confounders appropriate
12b,PMC3944682,S96, We used analysis covariance factorial study main continuous outcomes controlling stratification analgesic steam strategies confounders appropriate
12a,PMC3944682,S97, Logistic regression used antibiotic use return surgery Cox regression used duration symptoms
12a,PMC3944682,S98, Odds ratios converted risk ratios using standard formulas 16
12a,PMC3944682,S99, The effect antibiotic strategies interactions assessed using likelihood ratio test
0,PMC3944682,S100, The likelihood ratio test particularly useful assessing effect variables multiple levels example delayed prescribing factor five levels provides overall test whether variable makes significant difference statistical model
12a,PMC3944682,S101, Analysis intention treat practitioners patients analysed intended randomisation groups whether complied impute missing values interim analysis clinical subgroups antibiotic prescribing strategies specified advance
7b,PMC3944682,S101, Analysis intention treat practitioners patients analysed intended randomisation groups whether complied impute missing values interim analysis clinical subgroups antibiotic prescribing strategies specified advance
16,PMC3944682,S101, Analysis intention treat practitioners patients analysed intended randomisation groups whether complied impute missing values interim analysis clinical subgroups antibiotic prescribing strategies specified advance
3a,PMC4066691,S42, This Phase II randomised double blind placebo controlled crossover study investigate efficacy safety three doses once daily tiotropium Respimat 
4b,PMC4066691,S43, The study conducted 19 sites three European countries Germany Austria Ukraine ClinicalTrials gov identifier NCT01233284 carried accordance principles Declaration Helsinki International Conference Harmonisation Good Clinical Practice Guidelines
23,PMC4066691,S43, The study conducted 19 sites three European countries Germany Austria Ukraine ClinicalTrials gov identifier NCT01233284 carried accordance principles Declaration Helsinki International Conference Harmonisation Good Clinical Practice Guidelines
0,PMC4066691,S44, All patients provided written informed consent
5,PMC4066691,S46, After initial screening visit 4 week run in period patients randomised one four treatment sequences received four treatments tiotropium 5 _g 2 5 _g 1 25 _g placebo delivered via Respimat  SoftMist   inhaler Figure  1
3a,PMC4066691,S46, After initial screening visit 4 week run in period patients randomised one four treatment sequences received four treatments tiotropium 5 _g 2 5 _g 1 25 _g placebo delivered via Respimat  SoftMist   inhaler Figure  1
5,PMC4066691,S47, Each treatment administered 4 weeks washout treatment periods pharmacodynamic steady state tiotropium known achieved 3 weeks chronic obstructive pulmonary disease 13 14
0,PMC4066691,S48, Seven clinic visits scheduled screening Visit 0 prior 4 week run in Visit 1 randomisation 4 week run in Visit 2 every 4 weeks end treatment period Visits 3  6 21 days following end final treatment period Visit 7
3a,PMC4066691,S49, Figure 1 Study design
5,PMC4066691,S50, Tiotropium Respimat  two puffs placebo Respimat  two puffs administered daily evening 18 00 20 00
5,PMC4066691,S51, All patients required continue maintenance treatment stable medium dose ICS 400  800 _g budesonide equivalent least 4 weeks prior Visit 1 Visit 7
5,PMC4066691,S52, Patients using ICS plus short acting ICS    LABA fixed dose combinations switched dose ICS mono product least 8 24 hours respectively prior Visit 1
5,PMC4066691,S53, Study medication taken immediately ICS inhalation normal ICS dosing evening
5,PMC4066691,S54, Concomitant use following permitted maintenance treatment systemic oral depot corticosteroids anticholinergics tiotropium LABAs ICS plus short acting ICS    LABA fixed dose combinations leukotriene modifiers anti immunoglobulin E treatment chromone methylxanthines phosphodiesterase 4 inhibitors
5,PMC4066691,S55, Salbutamol hydrofluoroalkane metered dose inhaler provided sponsor rescue medication use needed
5,PMC4066691,S56, Permitted medication treatment acute asthma exacerbations included salbutamol hydrofluoroalkane metered dose inhaler systemic corticosteroids short acting theophylline preparations
5,PMC4066691,S58, Each patient received treatments
0,PMC4066691,S59, Eligible patients randomly allocated one four treatment sequences Visit 2 Figure  1
8a,PMC4066691,S60, The randomisation list generated Boehringer Ingelheim Pharma GmbH  Co KG Biberach der Riss Germany using validated pseudo random number generator supplied seed number
8b,PMC4066691,S61, A fixed block randomisation block size 4 used ensure balanced equal assignment
4a,PMC4066691,S63, Male female patients aged 18  75 years least 3 month history asthma time enrolment initial diagnosis asthma made age 40 years included study
4a,PMC4066691,S64, Patients required maintenance treatment stable medium dose ICS 400  800 _g budesonide equivalent alone fixed dose combination LABA short acting least 4 weeks prior Visit 1
4a,PMC4066691,S65, A diagnosis asthma confirmed Visit 1 required bronchodilator reversibility 15  30 minutes 400 _g salbutamol
4a,PMC4066691,S66, Patients required seven question Asthma Control Questionnaire ACQ 7 mean score Visits 1 2 pre bronchodilator FEV1 predicted normal FEV1 Visit 1 demonstrate absolute FEV1 variability within 30 Visits 1 2
4a,PMC4066691,S67, Patients required never smoked ex smokers stopped smoking least 1 year prior enrolment smoking history less 10 pack years
4a,PMC4066691,S68, Patients excluded following reasons diagnosis chronic obstructive pulmonary disease respiratory disease asthma myocardial infarction within last 6 months hospitalisation due cardiac failure unstable cardiac arrhythmia within past year treatment anti immunoglobulin E antibodies within 6 months prior Visit 1
6a,PMC4066691,S70, All end points determined end 4 week treatment period Visits 3  6 analysed response defined change study baseline pre treatment value measured Visit 2 evening
6a,PMC4066691,S71, The primary efficacy end point peak FEV1 measured within first 3 hours dosing peak FEV1 0 3h
6a,PMC4066691,S72, The following secondary efficacy end points investigated trough FEV1 peak forced vital capacity FVC within first 3 hours dosing FVC 0 3h trough FVC FEV1 area curve AUC within first 3 hours dosing FEV1 AUC 0 3h FVC AUC 0 3h pre dose PEFam PEFpm using Asthma Monitor2 device AM2   ERT Philadelphia Pennsylvania USA based mean final week treatment period
6a,PMC4066691,S73, Control asthma assessed ACQ 7 self administered end 4 week treatment period additional exploratory end point
6a,PMC4066691,S74, Safety tolerability assessed based incidence intensity adverse events changes vital signs
6a,PMC4066691,S76, Spirometric lung function tests conducted in clinic visits Visits 1  6
6a,PMC4066691,S77, Pre dose lung function tests scheduled 18 00 20 00
6a,PMC4066691,S78, At Visits 2  6 lung function tests performed 10 minutes prior 3 hours dosing study treatment
6a,PMC4066691,S79, ACQ 7 self administered Visits 1  6 prior lung function tests
6a,PMC4066691,S80, Measurement PEFam PEFpm performed prior ICS study treatment inhalation approximately time day 06 00 08 00 PEFam 18 00 20 00 PEFpm
6a,PMC4066691,S81, Adverse events concomitant medications recorded electronic case report form visit
6a,PMC4066691,S82, Vital signs measured recorded conjunction lung function tests Visits 2  6
0,PMC4066691,S84, Efficacy data reported full analysis set defined randomised patients treated least one dose study medication baseline data least one on treatment efficacy measurement 4 weeks treatment within period
0,PMC4066691,S85, Data presented adjusted mean change baseline 4 weeks treatment defined response unless noted otherwise
0,PMC4066691,S86, Evaluation safety tolerability performed treated set defined randomised patients received least one dose study medication
0,PMC4066691,S87, Analysis adverse events vital signs descriptive nature
12a,PMC4066691,S88, To control probability type I error primary efficacy analysis stepwise testing null hypothesis used test efficacy tiotropium Respimat  5 _g 2 5 _g 1 25 _g placebo Respimat 
0,PMC4066691,S89, If previous step successful analysis current step considered descriptive
7a,PMC4066691,S90, To detect treatment difference 80 mL peak FEV1 0 3h 90 power assuming standard deviation 228 mL calculated 88 completed patients required
12a,PMC4066691,S91, Testing performed one sided
12a,PMC4066691,S92, The pre specified hypotheses tested using mixed effects model repeated measures
12a,PMC4066691,S93, The statistical model included fixed effects random effect
12a,PMC4066691,S94, Study baseline defined pre treatment values measured Visit 2 evening included covariate
0,PMC4066691,S166, Additional file 1 Table S1
0,PMC4066691,S167, Adjusted mean differences lung function ACQ 7 score tiotropium Respimat  placebo Respimat 
0,PMC4066691,S168, Click file
13a,PMC4085478,S45, Figure 1 Study flowchart
13b,PMC4085478,S45, Figure 1 Study flowchart
16,PMC4085478,S45, Figure 1 Study flowchart
4a,PMC4085478,S46, Inclusion criteria follows proven mesalazine refractory ulcerative colitis European consensus definition 16 inadequate response mesalazine 6 weeks dose 4 weeks documented intolerance mesalazine documented intolerance required previous doctors letters medical notes stated adverse event possibly related mesalazine led discontinuation therapy active disease blood stool least 6 weeks SCCAI SCCAI subscore stool   baseline visit V2 comedication allowed stable dose 4 weeks e g 5 ASA systemic acting steroids taken weeks start study azathioprine 2  2 5  mg kg 6 mercaptopurine 1  1 5  mg kg taken months negative pregnancy test V1 V2 plus use adequate contraception applicable
4a,PMC4085478,S47, Exclusion criteria follows toxic megacolon fulminant courses therapy cyclosporine tacrolimus methotrexate TNF   antagonists within 3 months study entry current treatment opiates loperamide current antibiotic treatment rectal applications aminosalicylates steroids budesonide oral application topically acting steroids ulcerative proctitis disease extent 10  cm inflammatory bleeding disorders gastrointestinal tract UC diseases may cause diarrhea gastrointestinal bleeding condition surgery colon uncontrolled systemic diseases e g cardiac renal pulmonary hepatic severe chronic diseases e g malignancies HIV infection pregnant nursing women
0,PMC4085478,S48, 5 ASA 5 aminosalicylic acid AE adverse event Discont
0,PMC4085478,S49, Intervent discontinued intervention INR international normalized ratio SCCAI Simple Clinical Colitis Activity Index TNF   tumor necrosis factor   UC ulcerative colitis
7a,PMC4085478,S50, We calculated 160 patients mesalazine refractory UC screening phase order randomize 144 patients
7b,PMC4085478,S51, A planned interim analysis included possibility increasing sample size necessary
4a,PMC4085478,S52, The main inclusion criteria follows active disease Simple Clinical Colitis Activity Index SCCAI subscore stool   baseline history bloody diarrhea least 6 weeks inclusion despite mesalazine treatment dose documented intolerance mesalazine details criteria see legend Figure 1
5,PMC4085478,S53, Patients required maintain stable comedication throughout study steroid tapering allowed
0,PMC4085478,S54, UC defined accordance European consensus conference 21
4b,PMC4085478,S55, Recruitment took place 24 referral centers Germany Lithuania Romania
8a,PMC4085478,S56, The Contract Research Organization CRO produced computer generated randomization lists every study center allocation 1 1 1 1 blocks 4
8b,PMC4085478,S56, The Contract Research Organization CRO produced computer generated randomization lists every study center allocation 1 1 1 1 blocks 4
10,PMC4085478,S56, The Contract Research Organization CRO produced computer generated randomization lists every study center allocation 1 1 1 1 blocks 4
9,PMC4085478,S57, The study interventions consisting three different doses LT 02 0 8 1 6 3 2  g tested placebo provided sequentially numbered containers
5,PMC4085478,S57, The study interventions consisting three different doses LT 02 0 8 1 6 3 2  g tested placebo provided sequentially numbered containers
0,PMC4085478,S58, Doses selected based results previous studies 18 19 20
5,PMC4085478,S59, The study medication provided sachets pellets taken orally four times daily
5,PMC4085478,S60, The study medication produced packed labeled according Good Manufacturing Practice stored 2  8   C
0,PMC4085478,S61, Patients interviewed examined screened eligibility screening visit V1 inclusion exclusion criteria see legend Figure 1
0,PMC4085478,S62, Patients included received detailed study information gave written informed consent instructed completing study diary comprising SCCAI interview parameters
0,PMC4085478,S63, Stool samples taken exclude infectious enterocolitis including Clostridium difficile Escherichia coli 0157 H7
6a,PMC4085478,S64, If patient still eligible 1 week screening V2 baseline safety lab taken sigmoidoscopy colonoscopy performed
7b,PMC4085478,S65, At interim visits 2 6 weeks baseline V3 V4 possible disease exacerbation changes medication adverse events AEs assessed
6a,PMC4085478,S66, The treatment period ended 12 weeks baseline V5 involved interview physical examination sigmoidoscopy safety lab SCCAI assessment
6a,PMC4085478,S67, The maximal duration study 21 weeks per patient 1 week screening period plus 12 weeks treatment period patients reaching partial complete remission SCCAI 5 end treatment underwent additional 8 week follow up without study medication see Appendix Figure A1
0,PMC4085478,S68, Patients could discontinue study time without reason
0,PMC4085478,S69, The investigator could withdraw patient case AEs disease exacerbation therapeutic intervention required
7b,PMC4085478,S70, Discontinuation criteria development complications pseudomembranous colitis SCCAI increase baseline fever 39   C Discontinuation disease exacerbation defined AE
0,PMC4085478,S71, Patients discontinued study early qualified discontinuation   resulted final study visit
0,PMC4085478,S72, Dropouts replaced
0,PMC4085478,S73, Patients compliance monitored returned sachets diary entries interviews
0,PMC4085478,S74, The central ethics committees approved study protocol participating countries
0,PMC4085478,S75, No changes study methods made study initiation
0,PMC4085478,S77, To avoid selection bias patients fulfilled criteria included study predefined randomized order
11b,PMC4085478,S78, Pellets sachets containers completely indistinguishable treatment arms
11a,PMC4085478,S79, Both patients study personnel remained blinded unaware allocation method throughout study database closure
11a,PMC4085478,S80, It possible patients investigators guess next allocated medication order avoid selection allocation biases
12a,PMC4085478,S81, To avoid attrition bias handled incomplete data conservative manner patients premature treatment termination included final analyses last available data last observation carried forward LOCF possible LT 02 treatment effect rather reduced increased
0,PMC4085478,S82, More placebo patients may stopped treatment owing lack efficacy reasons unlikely results would improved treatment continued carrying forward last value appeared conservative
13b,PMC4085478,S83, All dropouts losses follow up described Figure 1
0,PMC4085478,S84, Individuals possible conflict interest neither allowed recruit patients involved conduct analyses study
0,PMC4085478,S85, There changes study methods outcome parameters study initiation
0,PMC4085478,S86, All authors access study data reviewed approved manuscript
0,PMC4085478,S88, The disease activity assessed using SCCAI 22 validated proven correlate well indices comprising invasive methods 23 24 25 26
6a,PMC4085478,S89, The primary end point changes SCCAI baseline V2 V5
0,PMC4085478,S90, The SCCAI assesses stool frequency day night defecation urgency blood stool general well being abdominal pain extraintestinal manifestations
0,PMC4085478,S91, The score ranges 0 19 points  the lower score lower disease activity
6a,PMC4085478,S92, We assessed following secondary priori defined end points exploratory sense complete remission 3 mean SCCAI 26 stool   subscore 0 see European Crohn s Colitis Organization ECCO definition remission 21 LOCF partial remission SCCAI 5 LOCF clinical response SCCAI decrease 26 mucosal healing endoscopic Mayo Score EMS achievement mucosal healing EMS V5 improvement EMS V2 V5 patients complete remission frequency   subscore 0
6a,PMC4085478,S93, All SCCAI based end points refer patient s mean values 1 week rounded integer numbers
6a,PMC4085478,S94, Time symptom resolution defined first 3 days stools per day without visible blood 21
6a,PMC4085478,S95, The EMS categorized follows 0 inactive 1 mild disease erythema decreased vascular pattern minimal granularity 2 moderate disease marked erythema friability granularity absent vascular pattern bleeding minimal trauma ulcerations 3 severe disease ulceration spontaneous bleeding
6a,PMC4085478,S96, The histologic index Riley ranges 1 representing remission 4 representing severe colitis central pathologist blinded groups assessed score
7a,PMC4085478,S98, Data dose finding study 19 showed relative effect size SCCAI could expected 3 2  g dose group compared placebo
7a,PMC4085478,S99, Under parametric assumptions t test 30 patients per group needed detect difference relative effect size 0 8 placebo active group power 85 one sided
7a,PMC4085478,S100, The sample size increased 30 36 patients per group accommodate nonresponse loss follow up deviations planned study conditions
0,PMC4085478,S101, We also included dose groups 0 8 1 6  g LT 02 allow dose finding dose response analyses drug LT 02 new tested studies
0,PMC4085478,S102, Primary analysis based full analysis set intention treat included randomized patients
12a,PMC4085478,S103, If patient missing value final visit V5 latest available value carried forward
12a,PMC4085478,S104, Analysis covariance used model primary end point including following baseline covariates mean SCCAI past 7 days screening period ii disease extent
12a,PMC4085478,S105, The model including two covariates treatment group effect considered core model
0,PMC4085478,S106, It used compare effects placebo individual dose groups fixed sequence starting highest dose group 3 2  g LT 02 daily followed lower dose groups descending order
12a,PMC4085478,S107, The confirmatory testing procedure stopped first nonsignificant result superiority given one sided P value 0 025 equivalent two sided level 0 05
12a,PMC4085478,S108, Survival methods used analyze time to event variables log rank test compared time event curves treatment groups
12a,PMC4085478,S109, likelihood ratio tests based nominal logistic regression planned compare results qualitative variables treatment groups
12a,PMC4085478,S110, The analysis plan specify groups compared order increase statistical power focused comparisons placebo three active groups pooled
0,PMC4085478,S111, The statistical power detect treatment effects categorical parameters small sample size far usual 80  90
0,PMC4085478,S112, This defined categorical variables rate remission mucosal healing priori secondary exploratory order discover trends treatment effects gather information sample size calculation future phase III studies
12a,PMC4085478,S113, Linearity checked important continuous variables compared log transformation
12a,PMC4085478,S114, Normality continuous parameters assumed absolute value skewness was 1
12a,PMC4085478,S115, In addition Shapiro  Wilk goodness of fit tests applied
7b,PMC4085478,S116, A planned interim analysis conducted independent data monitoring committee half patients terminated treatment period adjust sample size stop trial futility indicated
7a,PMC4085478,S117, Software sample size estimation included nQuery Advisor V5 0 Statistical Solutions Ltd Cork Ireland StudySize V2 0 CREOSTAT HB V Frolunda Sweden
12a,PMC4085478,S118, Statistical analyses performed using SAS JMP V9 SAS JMP V8 higher JMP SAS Institute Inc Cary NC
3a,PMC4145439,S40, This 12 week Phase IIb dose ranging double blind placebo PBO active controlled multicenter randomised study NCT01242488 conducted November 2010 June 2012 evaluate efficacy safety subcutaneous OKZ patients moderately severely active RA previously failed TNF inhibitor therapy
14a,PMC4145439,S40, This 12 week Phase IIb dose ranging double blind placebo PBO active controlled multicenter randomised study NCT01242488 conducted November 2010 June 2012 evaluate efficacy safety subcutaneous OKZ patients moderately severely active RA previously failed TNF inhibitor therapy
4a,PMC4145439,S40, This 12 week Phase IIb dose ranging double blind placebo PBO active controlled multicenter randomised study NCT01242488 conducted November 2010 June 2012 evaluate efficacy safety subcutaneous OKZ patients moderately severely active RA previously failed TNF inhibitor therapy
0,PMC4145439,S41, The study protocol approved Institutional Review Board Independent Ethics Committee defined local regulations performed according Declaration Helsinki
0,PMC4145439,S42, All patients provided written consent
6a,PMC4145439,S43, The primary objective study evaluate efficacy OKZ different doses administration frequencies compared PBO
6a,PMC4145439,S44, Secondary objectives evaluate safety pharmacokinetics PK pharmacodynamics PD immunogenicity repeated doses OKZ assess dose response exposure response relationship OKZ efficacy
6a,PMC4145439,S45, An exploratory endpoint compare efficacy safety OKZ TCZ
16,PMC4145439,S46, Of 398 patients enrolled study 221 randomised 1 9 treatment arms figure 1
10,PMC4145439,S47, Randomisation performed centrally using interactive voice response system
8a,PMC4145439,S47, Randomisation performed centrally using interactive voice response system
5,PMC4145439,S48, Patients received either PBO OKZ 60 120 240  mg every 4  weeks Q4W every 2  weeks Q2W 8  mg kg TCZ Q4W
5,PMC4145439,S49, Doses selected order cover 35  75 maximal anticipated effect DAS28 erythrocyte sedimentation rate ESR 12  weeks 45  85 maximal anticipated effect 24  weeks based PK PD analysis previous study data 19 20
13a,PMC4145439,S50, Figure 1 Patient disposition
13b,PMC4145439,S50, Figure 1 Patient disposition
8b,PMC4145439,S51, Randomisation stratified according number prior failed TNF inhibitors 1 vs 2
0,PMC4145439,S52, Two safety follow up visits undertaken 6 12  weeks last study dose
11a,PMC4145439,S53, To maintain blinding treatment patients received intravenous infusion Q4W two 1 2  mL subcutaneous injections Q2W
0,PMC4145439,S54, TCZ dose approved dose Europe EMA 21 highest dose approved US Food Drug Administration FDA 18
0,PMC4145439,S55, Patients completed study eligible receive OKZ open label extension study NCT01296711
4a,PMC4145439,S57, This study population individuals active RA inadequate response MTX least one previous anti TNF therapy
4a,PMC4145439,S58, Patients old adult onset RA least 6  months duration 1987 American College Rheumatology ACR classification criteria22 score ACR European League Against Rheumatism EULAR Classification Diagnostic Criteria RA 23
4a,PMC4145439,S59, Eligible patients tender joint count TJC assessment 68 joints swollen joint count SJC assessment 66 joints CRP times upper limit normal ULN ESR 28  mm h
4a,PMC4145439,S60, Patients required stable dose MTX continued current steroids NSAIDs
4a,PMC4145439,S61, Major exclusion criteria included diagnoses inflammatory arthritis non inflammatory type arthritis interfered efficacy evaluations functional capacity Steinbrocker Class IV 24 prior exposure IL 6 inhibitors
4a,PMC4145439,S62, Patients permitted use DMARDs MTX within 12  weeks prior screening unless undertaking appropriate washout
4a,PMC4145439,S63, Patients known risk severe major infections elevated levels screening creatinine alanine aminotransferase ALT aspartate aminotransferase AST reduced platelets white blood cell count neutrophil count excluded
6a,PMC4145439,S65, Efficacy outcomes assessed Full Analysis Set FAS consisting randomised patients received least one dose study medication least one post baseline efficacy measurement
6a,PMC4145439,S66, The primary efficacy endpoint change baseline DAS28 CRP Week 12
6a,PMC4145439,S67, Secondary efficacy endpoints ACR20 ACR50 ACR70 Week 12 OKZ PBO
6a,PMC4145439,S68, Major exploratory analyses included ACR20 50 70 response rates Weeks 1 2 4 6 8 10 12  patients DAS28 CRP 2 6 Weeks 2 4 8 12 TJC SJC Clinical Disease Activity Index CDAI Health Assessment Questionnaire Disability Index HAQ DI
6a,PMC4145439,S70, Safety assessments included measurement vital signs laboratory parameters well recording treatment emergent adverse events TEAEs serious TEAEs
0,PMC4145439,S71, Safety variables analysed using Safety Set SS patients received least 1 dose partial dose study medication
0,PMC4145439,S73, Unless specifically stated FAS used analyses
12a,PMC4145439,S74, DAS28 CRP analysed using mixed effects model repeated measures MMRM
12b,PMC4145439,S75, ACR20 50 70 responder rates estimated using generalised estimating equation GEE methodology Multiple Imputation MI
12b,PMC4145439,S76, Missing data SJC TJC HAQ DI CDAI change baseline imputed using last observation carried forward LOCF
12b,PMC4145439,S77, Non responder imputation used analysis  patients DAS28 CRP 2 6 control missing values
0,PMC4145439,S78, The number prior failed TNF inhibitors included categorical covariate statistical analyses
12a,PMC4145439,S79, Unless otherwise stated statistical tests two sided
12b,PMC4145439,S79, Unless otherwise stated statistical tests two sided
7a,PMC4145439,S80, Power sample size calculations based upon simulations change baseline DAS28 assessed postbaseline visits using MMRM method specified primary efficacy analysis
0,PMC4145439,S82, Blood samples determination plasma OKZ TCZ anti OKZ antibodies collected baseline subsequent visit
12b,PMC4145439,S83, Non linear mixed modelling employed analysis OKZ PK data
12b,PMC4145439,S84, The final population PK model used derive individual concentration exposure measures use PK PD analyses involved describing relationship PK measures multiple efficacy safety endpoints via mixed effects methodology
0,PMC4145439,S196, Web supplement
4a,PMC4145444,S40, Children active rickets identified using radiographs wrists knees among children presented leg deformities primary care setting Family Medicine Department Jos University Teaching Hospital geographic centre Nigeria 10  north latitude
4b,PMC4145444,S40, Children active rickets identified using radiographs wrists knees among children presented leg deformities primary care setting Family Medicine Department Jos University Teaching Hospital geographic centre Nigeria 10  north latitude
4a,PMC4145444,S41, Children eligible enrolment radiographic score least 2 5 validated 10 point scoring method assessed severity rickets growth plates distal radius ulna around knee 5
0,PMC4145444,S42, Approval study obtained Ethical Committee Jos University Teaching Hospital Institutional Review Board Mayo Clinic written informed consent obtained parent enrolled child
0,PMC4145444,S43, Data collected regarding symptoms rickets frequency quantity dairy product intake usual sunlight exposure
0,PMC4145444,S44, The percentage unclothed skin enrolment estimated Lund Browder age related burn chart
0,PMC4145444,S45, Standing height measured wall mounted stadiometer
0,PMC4145444,S46, Two 24 h dietary recalls obtained separate days determine energy phosphorus calcium intake
0,PMC4145444,S47, Energy mineral intakes calculated using food composition tables African foods 6  8
0,PMC4145444,S48, Weight measured hanging weighing scale
0,PMC4145444,S49, Anthropometric z scores calculated Epi Info 3 2 2 CDC Atlanta Georgia USA
0,PMC4145444,S50, All children examined clinical signs rickets
6a,PMC4145444,S51, Dual energy X ray absorptiometry left distal proximal 1 3 forearm performed single investigator TDT portable densitometer Norland pDEXA Model 476A110
6a,PMC4145444,S52, The densitometer short term vivo precision 6 4 areal bone density distal radius ulna 7 2 proximal 1 3 radius ulna long term vitro precision 1 1
5,PMC4145444,S54, All children treated calcium carbonate powdered limestone
0,PMC4145444,S55, Powdered limestone locally available much lower cost calcium tablets
5,PMC4145444,S56, The content elemental calcium 1 0  g limestone 268  mg courtesy Michael Gruzak USDA ARS Children s Nutrition Research Center Houston Texas USA
